,n_ensemble,weights,accuracy_mean_combo,accuracy_std_combo,accuracy_mean_split2,accuracy_std_split2,accuracy_mean_split4,accuracy_std_split4,accuracy_mean_split9,accuracy_std_split9
154,15,LSC,0.9096,0.0088769364084688,0.9076,0.0055497747702046,0.9084,0.009208691546577,0.9092,0.0080746516952745
504,50,LSC,0.9152,0.0087863530545955,0.9092,0.0026832815729997,0.9096,0.0074027022093287,0.912,0.0078740078740117
1004,100,LSC,0.9136,0.0051768716422179,0.9132,0.0026832815729997,0.9096,0.005899152481501,0.9108,0.0075630681604756
1504,150,LSC,0.914,0.0059999999999999,0.9124,0.0049799598391955,0.9112,0.0057619441163551,0.9104,0.0082945765413311
1994,199,LSC,0.9164,0.0055497747702046,0.9124,0.0038470768123342,0.9124,0.005899152481501,0.91,0.0067823299831252
155,15,N1,0.9152,0.0079498427657407,0.916,0.0081240384046359,0.916,0.0064807406984078,0.9196,0.0029664793948382
505,50,N1,0.9168,0.0079498427657407,0.9168,0.0087863530545955,0.9188,0.0067230945255886,0.9176,0.0043358966777357
1005,100,N1,0.9168,0.0095498691090506,0.9168,0.0075630681604756,0.918,0.0061644140029689,0.9192,0.0064187226143524
1505,150,N1,0.9176,0.0099398189118313,0.9152,0.0072938330115241,0.9188,0.0054037024344425,0.9176,0.0047749345545253
1995,199,N1,0.9168,0.0095498691090506,0.9172,0.009338094023943,0.9188,0.0050199601592044,0.9168,0.0050199601592044
156,15,N2,0.9108,0.0055856960175075,0.9104,0.0047749345545253,0.9104,0.0060663003552412,0.9048,0.0059329587896765
506,50,N2,0.9104,0.002607680962081,0.9132,0.0052153619241621,0.908,0.004,0.9084,0.0055497747702046
1006,100,N2,0.912,0.0037416573867739,0.9124,0.0045607017003965,0.9104,0.0057271284253105,0.9076,0.0043358966777357
1506,150,N2,0.9124,0.0035777087639996,0.912,0.004,0.9096,0.0060663003552412,0.9092,0.0048166378315169
1996,199,N2,0.9148,0.0059329587896765,0.9116,0.0071274118724821,0.9104,0.0049799598391954,0.9084,0.0045607017003965
157,15,TD_U,0.908,0.0090553851381374,0.9088,0.0057619441163551,0.9056,0.0065421708935184,0.9076,0.0086486993241758
507,50,TD_U,0.9132,0.0038987177379235,0.9128,0.0080746516952745,0.9124,0.0055497747702046,0.9088,0.0060991802727907
1007,100,TD_U,0.9104,0.0049799598391954,0.9124,0.0074027022093287,0.9108,0.0067230945255886,0.9116,0.0074027022093287
1507,150,TD_U,0.9116,0.0043358966777357,0.914,0.0092736184954957,0.912,0.0076157731058639,0.912,0.0077459666924148
1997,199,TD_U,0.91,0.0050990195135927,0.9124,0.0079246451024636,0.9132,0.0075630681604756,0.9096,0.008173126696681
158,15,Uniform,0.9036,0.0069856996786291,0.9044,0.0104307238483242,0.9056,0.0021908902300206,0.9044,0.0133716117203574
508,50,Uniform,0.9068,0.0057619441163551,0.9064,0.0086486993241758,0.908,0.0076157731058639,0.9112,0.0085556998544829
1008,100,Uniform,0.9092,0.0050199601592044,0.9104,0.0062289646009589,0.91,0.0070710678118654,0.9148,0.0076941536246685
1508,150,Uniform,0.9112,0.0059329587896765,0.912,0.0066332495807108,0.9104,0.0043358966777357,0.916,0.0044721359549995
1998,199,Uniform,0.9136,0.0053665631459995,0.9108,0.0048166378315169,0.9116,0.0040987803063838,0.9136,0.0055497747702046
159,15,kDN,0.9176,0.0065421708935184,0.9164,0.008414273587185,0.9132,0.0062609903369994,0.9096,0.0075365774725667
509,50,kDN,0.9176,0.0096332756630338,0.9148,0.0017888543819998,0.9132,0.0057619441163551,0.9148,0.0057619441163551
1009,100,kDN,0.9168,0.0087863530545955,0.9172,0.0030331501776206,0.916,0.0046904157598234,0.9152,0.0017888543819998
1509,150,kDN,0.9172,0.0086717933554715,0.9168,0.0030331501776206,0.9164,0.005899152481501,0.9156,0.0021908902300206
1999,199,kDN,0.9176,0.0095289033996572,0.916,0.0037416573867739,0.9152,0.0062609903369994,0.9144,0.0032863353450309
