,n_ensemble,weights,accuracy_mean_combo,accuracy_std_combo,accuracy_mean_split2,accuracy_std_split2,accuracy_mean_split4,accuracy_std_split4,accuracy_mean_split9,accuracy_std_split9
1996,199,N2,0.9053333333333332,0.0071102430025671,0.9,0.0100692049779954,0.8986666666666666,0.0108908728351363,0.8939999999999999,0.0076919871728094
157,15,TD_U,0.8960000000000001,0.0086281194036965,0.8993333333333334,0.0083831842266395,0.8966666666666667,0.0056519416526043,0.8946666666666667,0.010434983894999
507,50,TD_U,0.9006666666666666,0.0078704793020783,0.901,0.0103144989645105,0.8993333333333332,0.0043461349368017,0.8960000000000001,0.0072264944628929
1007,100,TD_U,0.9016666666666666,0.0080794664290272,0.8993333333333332,0.0081308739451003,0.9,0.007728015412913,0.8949999999999999,0.0074535599249992
1507,150,TD_U,0.901,0.0077817450199525,0.899,0.0090215790684829,0.8976666666666666,0.0059628479399994,0.8973333333333333,0.0072264944628929
1997,199,TD_U,0.902,0.0073029674334022,0.8996666666666666,0.0093837921735061,0.8986666666666666,0.0079407528330477,0.8983333333333332,0.0060092521257733
158,15,Uniform,0.89,0.0055277079839256,0.889,0.0075092535507125,0.891,0.00584522597225,0.8863333333333333,0.0076739096221475
508,50,Uniform,0.8906666666666666,0.0075092535507125,0.8949999999999999,0.0106066017177982,0.8956666666666667,0.0069322114476951,0.8916666666666666,0.008249579113843
1008,100,Uniform,0.8933333333333333,0.0075461542817811,0.8943333333333333,0.0077817450199525,0.8943333333333333,0.0092496246170077,0.8923333333333334,0.008787617550976
1508,150,Uniform,0.8933333333333333,0.0065616732283431,0.8939999999999999,0.0093244004871328,0.8959999999999999,0.0069322114476951,0.8936666666666667,0.0091590877760226
1998,199,Uniform,0.8943333333333333,0.0078704793020783,0.8943333333333333,0.0069322114476951,0.8963333333333333,0.0073029674334021,0.8953333333333333,0.0097467943448089
159,15,kDN,0.9003333333333334,0.0130915579244369,0.9003333333333334,0.0124944432093275,0.897,0.0075828754440515,0.8996666666666666,0.0071102430025671
509,50,kDN,0.905,0.0103413947049923,0.901,0.0086281194036965,0.9026666666666668,0.0073219608788295,0.898,0.0116904519445
1009,100,kDN,0.9053333333333332,0.0112051575426477,0.903,0.009817784316682,0.9026666666666668,0.0105803801654026,0.8973333333333333,0.0088662907188468
1509,150,kDN,0.9053333333333332,0.0123827837473378,0.9023333333333332,0.0076919871728095,0.9006666666666666,0.0114624992426995,0.899,0.0082158383625774
1999,199,kDN,0.906,0.011522924011629,0.9026666666666668,0.0084656167328002,0.9016666666666668,0.0106066017177982,0.8996666666666666,0.0085309892613797
