,n_ensemble,weights,accuracy_mean_combo,accuracy_std_combo,accuracy_mean_split2,accuracy_std_split2,accuracy_mean_split4,accuracy_std_split4,accuracy_mean_split9,accuracy_std_split9
156,15,N2,0.8875,0.0172300609401127,0.8949999999999999,0.0155120920574886,0.8905,0.013851895177195,0.8859999999999999,0.0182517122484439
506,50,N2,0.8875,0.0172300609401127,0.8959999999999999,0.0114017542509913,0.8915,0.0134164078649987,0.8875,0.0131101106021268
1006,100,N2,0.8915,0.0170110258362039,0.8939999999999999,0.0124498995979887,0.89,0.013919410907075,0.8875,0.0121191996435408
1506,150,N2,0.8915,0.0160662690130596,0.8925000000000001,0.0128695376762337,0.889,0.015165750888103,0.8885,0.0129421791055447
1996,199,N2,0.892,0.0164316767251549,0.8915,0.0139866007306993,0.889,0.0112638803260688,0.8875,0.0127475487839819
157,15,TD_U,0.884,0.0205091443019937,0.8905,0.0102164083708512,0.889,0.0140978721798716,0.8879999999999999,0.0140756882602592
507,50,TD_U,0.8885,0.013181426326464,0.8935000000000001,0.0089442719099991,0.892,0.0175356779167501,0.8865000000000001,0.0155724115023974
1007,100,TD_U,0.8895,0.013851895177195,0.889,0.0120675183861471,0.891,0.0154717484467658,0.892,0.0132759180473517
1507,150,TD_U,0.8885,0.0157718102955875,0.8879999999999999,0.0153500814330087,0.891,0.0129421791055448,0.8905,0.0119111292495715
1997,199,TD_U,0.889,0.0139866007306993,0.8895,0.0136244265934386,0.8895,0.013851895177195,0.8895,0.012170661444638
158,15,Uniform,0.881,0.0139866007306993,0.8895,0.020721365785102,0.8875,0.0200779730052612,0.8885,0.0228172084182092
508,50,Uniform,0.8859999999999999,0.0142082722383828,0.89,0.0164886324478411,0.8865000000000001,0.0139866007306993,0.885,0.0174104853464801
1008,100,Uniform,0.8869999999999999,0.0132759180473517,0.8865000000000001,0.0178185296812053,0.8885,0.0146415504643462,0.8869999999999999,0.0148323969741913
1508,150,Uniform,0.8875,0.0162018517460195,0.8865000000000001,0.0144265380462534,0.8879999999999999,0.0130384048104052,0.8875,0.013919410907075
1998,199,Uniform,0.8879999999999999,0.0156524758424985,0.8859999999999999,0.015062370331392,0.8879999999999999,0.0156524758424984,0.889,0.016355427233796
159,15,kDN,0.89,0.0142521928137392,0.891,0.0152684314846024,0.8859999999999999,0.0100933146190931,0.8875,0.0119895788082817
509,50,kDN,0.8895,0.0140756882602592,0.8905,0.0119111292495715,0.8879999999999999,0.013738631664034,0.8905,0.0102164083708512
1009,100,kDN,0.8895,0.0131576973669407,0.892,0.0119111292495715,0.8885,0.0123237575438662,0.89,0.0123743686707645
1509,150,kDN,0.8885,0.0142082722383828,0.891,0.0125747763399592,0.8875,0.0115920231193696,0.8880000000000001,0.0126737918556365
1999,199,kDN,0.8895,0.0146201915172134,0.8895,0.0094207218407083,0.8879999999999999,0.0120415945787922,0.8895,0.0115108644332213
