Dataset,alpha,split,weights,accuracy_mean_mean,accuracy_mean_median,accuracy_mean_std
chatfield_4,10,4,TD_U,0.9018547273982056,0.9063405797101448,0.017126887166095242
chatfield_4,10,4,kDN,0.8993184955141477,0.9019927536231884,0.010978306422680226
teaching_assistant_LH,8,14,CLD,0.6780086580086581,0.6836363636363636,0.01212748755302104
teaching_assistant_LH,8,14,DCP,0.6737229437229436,0.6836363636363636,0.022604952214508867
teaching_assistant_LH,8,14,F1,0.6683982683982683,0.6736363636363636,0.010304876330673557
teaching_assistant_LH,8,14,Hostility,0.6619913419913419,0.6636363636363636,0.016423172118925595
teaching_assistant_LH,8,14,LSC,0.6769696969696969,0.6836363636363636,0.01788007185939054
teaching_assistant_LH,8,14,N1,0.6775324675324674,0.6927272727272726,0.02980812310544993
teaching_assistant_LH,8,14,N2,0.6672294372294372,0.6836363636363636,0.03522123255017352
teaching_assistant_LH,8,14,TD_U,0.6493506493506492,0.6736363636363636,0.03721408119829497
teaching_assistant_LH,8,14,kDN,0.672034632034632,0.6736363636363636,0.011070416096701717
pima,8,18,CLD,0.7576546886697263,0.7579118250170882,0.008118571030366771
pima,8,18,DCP,0.7734547407479739,0.7773581681476418,0.009994362950996585
pima,8,18,F1,0.7545511506037822,0.7617737525632263,0.018166799867580963
pima,8,18,Hostility,0.7562632229925463,0.7565105946684894,0.005793286045241377
pima,8,18,LSC,0.7569028089704781,0.7604066985645933,0.010546276264633081
pima,8,18,N1,0.7579614620968005,0.7591421736158578,0.007332439919885374
pima,8,18,N2,0.7591853009146243,0.7629699248120301,0.012494952092857867
pima,8,18,TD_U,0.7532207141229698,0.7578605604921395,0.014387321538110785
pima,8,18,kDN,0.7595042801809719,0.7617224880382776,0.009399646699995733
glass1,6,22,CLD,0.7968047825190683,0.8036796536796537,0.028906025240523714
glass1,6,22,DCP,0.8062461348175634,0.8132034632034632,0.021811404425864954
glass1,6,22,F1,0.8134817563388992,0.8127705627705627,0.013556963724371223
glass1,6,22,Hostility,0.8098742527313955,0.8129870129870129,0.024106712376377692
glass1,6,22,LSC,0.80153576582148,0.808008658008658,0.015744712050191748
glass1,6,22,N1,0.7907544836116264,0.7941558441558441,0.009580494153420126
glass1,6,22,N2,0.8121212121212121,0.8175324675324674,0.018633082656117145
glass1,6,22,TD_U,0.8029272314986601,0.8123376623376624,0.029985318009833346
glass1,6,22,kDN,0.7969696969696969,0.8082251082251082,0.024845335939368274
analcatdata_authorship,6,16,CLD,0.9652460984393756,0.9738515406162463,0.026665030510349578
analcatdata_authorship,6,16,DCP,0.9657596371882085,0.9738515406162463,0.025307798841494374
analcatdata_authorship,6,16,F1,0.9683013205282113,0.9738515406162463,0.016408505457927672
analcatdata_authorship,6,16,Hostility,0.964782579698546,0.970280112044818,0.019218935064319854
analcatdata_authorship,6,16,LSC,0.9645124716553287,0.9679131652661064,0.01319557689808791
analcatdata_authorship,6,16,N1,0.9688121915432839,0.971470588235294,0.011550556639132846
analcatdata_authorship,6,16,N2,0.9652374283046551,0.9690896358543416,0.01351386435247885
analcatdata_authorship,6,16,TD_U,0.9680138722155528,0.9726610644257704,0.021469192937356538
analcatdata_authorship,6,16,kDN,0.9654648526077096,0.9678991596638656,0.011179821092258723
bodyfat,6,6,CLD,0.9946739926739926,0.996,0.006076528943494473
bodyfat,6,6,DCP,0.996,0.996,0.0
bodyfat,6,6,F1,0.996,0.996,0.0
bodyfat,6,6,Hostility,0.9958095238095238,0.996,0.0008728715609439537
bodyfat,6,6,LSC,0.996,0.996,0.0
bodyfat,6,6,N1,0.9958168498168498,0.996,0.0008392995778307437
bodyfat,6,6,N2,0.9958168498168498,0.996,0.0008392995778307437
bodyfat,6,6,TD_U,0.9956190476190476,0.996,0.0017457431218879714
bodyfat,6,6,kDN,0.9956263736263735,0.996,0.0017121711387746864
bupa,16,28,CLD,0.7210484193677471,0.7366386554621849,0.04243431740616989
bupa,16,28,DCP,0.7054261704681872,0.7105882352941176,0.01871316632871147
bupa,16,28,F1,0.7214605842336935,0.7276470588235294,0.023319054827541937
bupa,16,28,Hostility,0.7277310924369749,0.7367226890756303,0.027613680650807968
bupa,16,28,LSC,0.7283313325330132,0.7338655462184873,0.021569667062559538
bupa,16,28,N1,0.7234773909563825,0.7279831932773109,0.02164005830796485
bupa,16,28,N2,0.7117206882753101,0.7189915966386555,0.024318500433792432
bupa,16,28,TD_U,0.7071028411364546,0.7160504201680673,0.030110201977911703
bupa,16,28,kDN,0.7387555022008804,0.7481512605042017,0.03333280555502021
vehicle2,2,1,CLD,0.9752914499132986,0.9787254901960784,0.015254817877464088
vehicle2,2,1,DCP,0.9750553554755235,0.976344537815126,0.006820386736152896
vehicle2,2,1,F1,0.9804815259437107,0.9811064425770308,0.005615765321268018
vehicle2,2,1,Hostility,0.972376283846872,0.9740056022408964,0.009032286977649589
vehicle2,2,1,LSC,0.9776583966920102,0.98109243697479,0.013357935646633947
vehicle2,2,1,N1,0.9732266239829266,0.9751960784313726,0.0062649697948658975
vehicle2,2,1,N2,0.9763091903428037,0.9787254901960784,0.011239755068300881
vehicle2,2,1,TD_U,0.9728711484593837,0.9751820728291316,0.010746915765901947
vehicle2,2,1,kDN,0.9742396958783514,0.9763725490196078,0.009497144190065423
glass0,10,6,CLD,0.8605132962275819,0.8740259740259739,0.0412127448334767
glass0,10,6,DCP,0.8466295609152752,0.8504329004329005,0.03097353222071992
glass0,10,6,F1,0.8769738198309627,0.8829004329004329,0.013244290753504745
glass0,10,6,Hostility,0.8713564213564214,0.8785714285714284,0.034908483569123044
glass0,10,6,LSC,0.8656874871160586,0.8742424242424243,0.024091854126263974
glass0,10,6,N1,0.8601010101010101,0.8692640692640692,0.024427472211619634
glass0,10,6,N2,0.8679447536590393,0.8740259740259739,0.03255442231548665
glass0,10,6,TD_U,0.8622861265718408,0.8740259740259739,0.042568549556442355
glass0,10,6,kDN,0.8534528963100392,0.8603896103896103,0.026141189733995325
breastcancer,8,22,CLD,0.9994152046783626,1.0,0.0026798688274596006
breastcancer,8,22,DCP,1.0,1.0,0.0
breastcancer,8,22,F1,1.0,1.0,0.0
breastcancer,8,22,Hostility,1.0,1.0,0.0
breastcancer,8,22,LSC,0.9988304093567251,1.0,0.0053597376549191075
breastcancer,8,22,N1,1.0,1.0,0.0
breastcancer,8,22,N2,0.9994152046783626,1.0,0.0026798688274596006
breastcancer,8,22,TD_U,1.0,1.0,0.0
breastcancer,8,22,kDN,1.0,1.0,0.0
fri_c0_250_50,4,8,CLD,0.7632380952380952,0.768,0.023276393109553664
fri_c0_250_50,4,8,DCP,0.7340952380952381,0.74,0.02461281122079466
fri_c0_250_50,4,8,F1,0.7401904761904762,0.744,0.01704000894254187
fri_c0_250_50,4,8,Hostility,0.7702857142857144,0.78,0.03032019600388966
fri_c0_250_50,4,8,LSC,0.7556190476190476,0.764,0.03707084594459131
fri_c0_250_50,4,8,N1,0.7521904761904762,0.756,0.02515475908773343
fri_c0_250_50,4,8,N2,0.7605714285714286,0.768,0.03267502322657388
fri_c0_250_50,4,8,TD_U,0.7699047619047619,0.78,0.03258512661001149
fri_c0_250_50,4,8,kDN,0.7500952380952381,0.76,0.025600595231175347
WineQualityRed_5vs6,16,6,CLD,0.7961765969399557,0.8036606523247745,0.028215257371021683
WineQualityRed_5vs6,16,6,DCP,0.7916749281253097,0.8005956511681702,0.029143133576422415
WineQualityRed_5vs6,16,6,F1,0.7891309496271328,0.7953099699282905,0.025405445492903897
WineQualityRed_5vs6,16,6,Hostility,0.7987073571043036,0.8051873698820264,0.025711787690187397
WineQualityRed_5vs6,16,6,LSC,0.7950615754050868,0.8013474439046957,0.021573608934667244
WineQualityRed_5vs6,16,6,N1,0.7899667338598636,0.7937832523710386,0.019771349029867376
WineQualityRed_5vs6,16,6,N2,0.7889940847956115,0.797588480222068,0.03150161044542512
WineQualityRed_5vs6,16,6,TD_U,0.7876962096427744,0.7975711311589173,0.035576975289108116
WineQualityRed_5vs6,16,6,kDN,0.79630382340306,0.8021165857043719,0.02601234324362418
musk1,6,12,CLD,0.8672872340425531,0.8843528368794326,0.04632951284480662
musk1,6,12,DCP,0.8743034447821681,0.882313829787234,0.032533214839686936
musk1,6,12,F1,0.8662930597771024,0.8800975177304965,0.04338484958501704
musk1,6,12,Hostility,0.8724860688956433,0.8886081560283688,0.041717436773921666
musk1,6,12,LSC,0.8787825059101655,0.8865248226950355,0.02879219969489357
musk1,6,12,N1,0.8675827423167849,0.8758421985815602,0.02441882429030946
musk1,6,12,N2,0.8687816616008106,0.8800531914893617,0.041070644053318194
musk1,6,12,TD_U,0.8827760891590679,0.894991134751773,0.03841900480480698
musk1,6,12,kDN,0.8680112293144208,0.8780585106382979,0.038544900723751996
vehicle2,20,20,CLD,0.9713065226090436,0.9787394957983194,0.03379320866749244
vehicle2,20,20,DCP,0.9722022142190209,0.9763585434173668,0.014860339920830617
vehicle2,20,20,F1,0.9781179138321996,0.9811064425770308,0.012464090135709654
vehicle2,20,20,Hostility,0.9692390289449113,0.9740196078431372,0.019997810932725166
vehicle2,20,20,LSC,0.9748972922502335,0.9799019607843136,0.01936627623083349
vehicle2,20,20,N1,0.9722689075630251,0.9740056022408964,0.0053245682158447214
vehicle2,20,20,N2,0.9735407496331865,0.9787254901960784,0.018222475679771775
vehicle2,20,20,TD_U,0.9749059623849539,0.9799019607843136,0.01654719623238236
vehicle2,20,20,kDN,0.9741163131919435,0.9763725490196078,0.008052559837361414
saheart,2,12,CLD,0.6839544513457556,0.683950046253469,0.0050081829654209506
saheart,2,12,DCP,0.6946169772256728,0.6925531914893617,0.006548427494773576
saheart,2,12,F1,0.6811175719131316,0.6861239592969473,0.01980557072716618
saheart,2,12,Hostility,0.6977203647416413,0.699213691026827,0.008416379427252922
saheart,2,12,LSC,0.6889784590987181,0.6904717853839039,0.007794733938955147
saheart,2,12,N1,0.6895555261882735,0.6904255319148935,0.005634777849238475
saheart,2,12,N2,0.6807255186996167,0.6817298797409805,0.008782864450825519
saheart,2,12,TD_U,0.6815779040570901,0.6860777058279371,0.016211871522595275
saheart,2,12,kDN,0.6878309325580371,0.6883441258094357,0.005893405402264677
phoneme,2,14,CLD,0.904023657933085,0.9108081741630724,0.021780991090784598
phoneme,2,14,DCP,0.9037788633629669,0.9098860135551448,0.017982279583457803
phoneme,2,14,F1,0.9080170792216387,0.9115495995070856,0.012814001475401264
phoneme,2,14,Hostility,0.9056480747977976,0.9102591223386048,0.015927987172608127
phoneme,2,14,LSC,0.9029491241968136,0.9078482919148352,0.015165683610657016
phoneme,2,14,N1,0.9059644267099597,0.909884986650236,0.012559979508647531
phoneme,2,14,N2,0.9045371918877773,0.9098846443486,0.016377587260442143
phoneme,2,14,TD_U,0.9072315784669451,0.911550284110358,0.015965525617625844
phoneme,2,14,kDN,0.9046414471861175,0.9096980899568698,0.015451791875941829
teaching_assistant_LH,6,24,CLD,0.6791774891774891,0.6827272727272727,0.012638995023289612
teaching_assistant_LH,6,24,DCP,0.6698701298701298,0.6836363636363636,0.030177554072119195
teaching_assistant_LH,6,24,F1,0.6673593073593074,0.6736363636363636,0.027055047591113497
teaching_assistant_LH,6,24,Hostility,0.6493939393939394,0.6536363636363636,0.016148416326756572
teaching_assistant_LH,6,24,LSC,0.673073593073593,0.6745454545454546,0.013662024917000554
teaching_assistant_LH,6,24,N1,0.6746753246753247,0.6927272727272726,0.03547934530581697
teaching_assistant_LH,6,24,N2,0.6576623376623376,0.6727272727272726,0.03130702589084231
teaching_assistant_LH,6,24,TD_U,0.669047619047619,0.6736363636363636,0.02040190436435404
teaching_assistant_LH,6,24,kDN,0.6874458874458874,0.6927272727272726,0.007593053848444375
diabetic_retinopathy,18,2,CLD,0.6840469051188691,0.6889130434782609,0.015381941204409118
diabetic_retinopathy,18,2,DCP,0.674440636824445,0.6793703148425787,0.01339110478678801
diabetic_retinopathy,18,2,F1,0.6780370529021204,0.6837556221889056,0.02153872331757019
diabetic_retinopathy,18,2,Hostility,0.6985807096451774,0.7011244377811094,0.009350755999013508
diabetic_retinopathy,18,2,LSC,0.6844417077175697,0.6880734632683658,0.013967394924041835
diabetic_retinopathy,18,2,N1,0.6772763618190905,0.6784932533733133,0.0085476970865687
diabetic_retinopathy,18,2,N2,0.6765585064610552,0.6811619190404798,0.016841214980981054
diabetic_retinopathy,18,2,TD_U,0.6651467123581066,0.670704647676162,0.023394586186760588
diabetic_retinopathy,18,2,kDN,0.6801995430856002,0.6811619190404798,0.010794928696401408
ionosphere,18,16,CLD,0.9109108087679516,0.920079365079365,0.027842629727422196
ionosphere,18,16,DCP,0.9123280423280423,0.9173809523809524,0.020721070672126845
ionosphere,18,16,F1,0.9181708238851094,0.9258730158730156,0.02787902722209176
ionosphere,18,16,Hostility,0.9134013605442176,0.92015873015873,0.02024615907998332
ionosphere,18,16,LSC,0.9203325774754345,0.9258730158730156,0.021107554585366135
ionosphere,18,16,N1,0.9166439909297052,0.92015873015873,0.009861287336969095
ionosphere,18,16,N2,0.925427059712774,0.9315079365079364,0.022217721712504135
ionosphere,18,16,TD_U,0.9155782312925169,0.9173809523809524,0.012855995021689126
ionosphere,18,16,kDN,0.9210241874527588,0.923015873015873,0.010627393236370079
contraceptive_LS,20,12,CLD,0.611155795651594,0.6089635854341736,0.0070710561871506015
contraceptive_LS,20,12,DCP,0.625452180872349,0.6220028011204481,0.011388256651519072
contraceptive_LS,20,12,F1,0.6129071628651461,0.6148739495798319,0.010638671108242223
contraceptive_LS,20,12,Hostility,0.6197138855542217,0.6195658263305323,0.004626874382124904
contraceptive_LS,20,12,LSC,0.6222995865012673,0.6231232492997199,0.006305285137787901
contraceptive_LS,20,12,N1,0.6237641723356009,0.6231232492997199,0.00658202349040398
contraceptive_LS,20,12,N2,0.6210424169667867,0.6207703081232493,0.004440638632233676
contraceptive_LS,20,12,TD_U,0.6211131119114313,0.6231652661064426,0.008410983493554926
contraceptive_LS,20,12,kDN,0.6174569827931172,0.6184033613445379,0.005078659202643256
contraceptive_LS,10,6,CLD,0.6141870081365879,0.6125210084033613,0.008398602149282897
contraceptive_LS,10,6,DCP,0.6245951714018941,0.620812324929972,0.010864190801060148
contraceptive_LS,10,6,F1,0.6116913432039482,0.6149159663865545,0.012011821216079634
contraceptive_LS,10,6,Hostility,0.6178331332533014,0.6171848739495799,0.005192362679017281
contraceptive_LS,10,6,LSC,0.6224763238628785,0.6231232492997199,0.0030535284295685927
contraceptive_LS,10,6,N1,0.6285060690943044,0.6267086834733894,0.006534398242371414
contraceptive_LS,10,6,N2,0.6254541816726691,0.6207843137254903,0.008842642554751923
contraceptive_LS,10,6,TD_U,0.6181585967720421,0.6196218487394958,0.011110515128449351
contraceptive_LS,10,6,kDN,0.6131065759637188,0.6124509803921568,0.00767063272515893
ilpd,6,28,CLD,0.7148949961109671,0.7150030248033878,0.008272915077469207
ilpd,6,28,DCP,0.7145507446777865,0.71497277676951,0.0038551410049803034
ilpd,6,28,F1,0.7084060726528966,0.7167271627344223,0.01659661934885409
ilpd,6,28,Hostility,0.7170829372281278,0.720205686630369,0.011319737785599695
ilpd,6,28,LSC,0.7121539480886123,0.7115547489413189,0.010567026793948192
ilpd,6,28,N1,0.7141676029153343,0.7151240169388989,0.012613707492625243
ilpd,6,28,N2,0.7084953763719645,0.7132486388384756,0.015599680554610633
ilpd,6,28,TD_U,0.7125414109987612,0.7149425287356321,0.01007954391991144
ilpd,6,28,kDN,0.7157289776164549,0.7166969147005444,0.009707616267257826
diabetic_retinopathy,20,14,CLD,0.6815160277004355,0.6863643178410794,0.01718424417938444
diabetic_retinopathy,20,14,DCP,0.6698896980081388,0.6750749625187407,0.016000923754121082
diabetic_retinopathy,20,14,F1,0.6697804669094024,0.6750374812593704,0.023623274916827197
diabetic_retinopathy,20,14,Hostility,0.6980866709502391,0.7002473763118441,0.008317256108292348
diabetic_retinopathy,20,14,LSC,0.6799739416006283,0.6811469265367316,0.01067256878201333
diabetic_retinopathy,20,14,N1,0.6780163489683729,0.6793403298350824,0.007320616161548978
diabetic_retinopathy,20,14,N2,0.6784489897908189,0.6820164917541229,0.012654259550520623
diabetic_retinopathy,20,14,TD_U,0.6588441493538945,0.6637631184407796,0.019828599183835786
diabetic_retinopathy,20,14,kDN,0.6772763618190905,0.6793703148425787,0.00676489959773731
diabetic_retinopathy,12,14,CLD,0.6781145141714857,0.6811319340329834,0.011392800939405515
diabetic_retinopathy,12,14,DCP,0.6669293924466339,0.6732683658170915,0.017428302692958385
diabetic_retinopathy,12,14,F1,0.6692118226600985,0.6759220389805097,0.024974627235328246
diabetic_retinopathy,12,14,Hostility,0.6928385807096452,0.6950374812593704,0.011951021734469918
diabetic_retinopathy,12,14,LSC,0.6810973084886128,0.6863343328335831,0.017201889865284564
diabetic_retinopathy,12,14,N1,0.6762504462054687,0.6767991004497751,0.006997676891896983
diabetic_retinopathy,12,14,N2,0.6803141286499608,0.6837481259370315,0.015106150581136131
diabetic_retinopathy,12,14,TD_U,0.6725865638609266,0.6768140929535232,0.01938361909082874
diabetic_retinopathy,12,14,kDN,0.6820296994359962,0.6845802098950525,0.012403785897709333
yeast1,14,20,CLD,0.7686308552080364,0.7729321603482677,0.010866480171179771
yeast1,14,20,DCP,0.7709889179687838,0.7715581353165246,0.010000459819218453
yeast1,14,20,F1,0.7654619384485156,0.7682205695628515,0.011523638214116023
yeast1,14,20,Hostility,0.775200608086514,0.7769544712497732,0.008794195438276727
yeast1,14,20,LSC,0.769600856849179,0.7722610194086704,0.009429761239781224
yeast1,14,20,N1,0.7670871014830747,0.7688781062942136,0.009559114422662291
yeast1,14,20,N2,0.7709422749691206,0.7722610194086704,0.007856213805053787
yeast1,14,20,TD_U,0.7636089589109722,0.7695401777616543,0.018583798457921512
yeast1,14,20,kDN,0.7758821141371477,0.7783194268093597,0.008402210877215285
spambase,20,30,CLD,0.9416143204463749,0.9449602159704462,0.00868618035615129
spambase,20,30,DCP,0.9423526028768996,0.9475745950554136,0.01590474060933961
spambase,20,30,F1,0.9409110632981051,0.946701714502226,0.02109279212075341
spambase,20,30,Hostility,0.9410958650771098,0.9458297811878374,0.01282010642696656
spambase,20,30,LSC,0.9402053478396188,0.9449616368286444,0.011974916902230686
spambase,20,30,N1,0.9421530737899024,0.9447423510466988,0.007248469238601235
spambase,20,30,N2,0.9409529898916088,0.946701714502226,0.015251771630119024
spambase,20,30,TD_U,0.9470228059017487,0.9508359382400304,0.013861786036531477
spambase,20,30,kDN,0.9413243075007781,0.9453968930567396,0.00958585044773674
breast-w,4,30,CLD,0.9532633343192349,0.954223602484472,0.00767263448006299
breast-w,4,30,DCP,0.9590042393769102,0.9599585921325052,0.009117796882558524
breast-w,4,30,F1,0.9550468303263335,0.9556521739130436,0.006646207514573648
breast-w,4,30,Hostility,0.9551897860593512,0.9571014492753622,0.004490522069054186
breast-w,4,30,LSC,0.9583131223503895,0.9599378881987578,0.006320089404988152
breast-w,4,30,N1,0.9604318249038746,0.9599585921325052,0.004566098916849488
breast-w,4,30,N2,0.9579828453120378,0.9599585921325052,0.006608994566333533
breast-w,4,30,TD_U,0.956686384698807,0.9585300207039336,0.0043186761966302264
breast-w,4,30,kDN,0.9553968253968254,0.9571014492753622,0.007443570485097309
sonar,14,24,CLD,0.7554875283446711,0.7647619047619048,0.036586606798091635
sonar,14,24,DCP,0.7403401360544217,0.740952380952381,0.0117365669411174
sonar,14,24,F1,0.7757369614512472,0.7835714285714286,0.02581318116349675
sonar,14,24,Hostility,0.7876190476190476,0.7930952380952381,0.025251568730595905
sonar,14,24,LSC,0.750907029478458,0.7595238095238095,0.035721397629002
sonar,14,24,N1,0.7734693877551021,0.7783333333333333,0.02201699655607406
sonar,14,24,N2,0.7967913832199546,0.8076190476190476,0.021751875756113738
sonar,14,24,TD_U,0.775453514739229,0.7838095238095237,0.03458392998107606
sonar,14,24,kDN,0.7549319727891156,0.7642857142857143,0.02936151078396145
spectfheart,14,10,CLD,0.8161307827974494,0.8165242165242166,0.006091122911036446
spectfheart,14,10,DCP,0.8030592863926197,0.8091168091168092,0.015882112508434625
spectfheart,14,10,F1,0.7999321665988333,0.8015669515669515,0.015385975132984184
spectfheart,14,10,Hostility,0.8031406864740198,0.8019943019943019,0.0074517187938759515
spectfheart,14,10,LSC,0.7926332926332926,0.7941595441595442,0.012324954166622184
spectfheart,14,10,N1,0.7916022249355582,0.7978632478632479,0.01651011753549999
spectfheart,14,10,N2,0.797008547008547,0.8015669515669515,0.0100675069801959
spectfheart,14,10,TD_U,0.7862298195631529,0.7867521367521367,0.014628827429780656
spectfheart,14,10,kDN,0.8106362773029441,0.8123931623931624,0.012958370349947167
banknote_authentication,6,18,CLD,0.985658873726154,0.991976092245848,0.02053854829902016
banknote_authentication,6,18,DCP,0.9898616211532747,0.9912514545646884,0.006052902923567749
banknote_authentication,6,18,F1,0.9887115705268673,0.9905162382312492,0.007800718314537539
banknote_authentication,6,18,Hostility,0.9875010704588616,0.9890616735427906,0.006032853724165105
banknote_authentication,6,18,LSC,0.9870106743638958,0.9912461652385488,0.015595116581306486
banknote_authentication,6,18,N1,0.9892362213054058,0.98979160055009,0.0020587590259664983
banknote_authentication,6,18,N2,0.9871555011510582,0.98979160055009,0.007740824532090635
banknote_authentication,6,18,TD_U,0.9901328880224469,0.9927007299270072,0.011835051047253612
banknote_authentication,6,18,kDN,0.9879854216096678,0.9883317465354914,0.0028189168870041454
contraceptive_NS,10,16,CLD,0.6536340852130326,0.6526315789473685,0.004635744689998491
contraceptive_NS,10,16,DCP,0.654344193817878,0.6526315789473685,0.007563602228847241
contraceptive_NS,10,16,F1,0.6510860484544695,0.6543859649122806,0.013421066282256465
contraceptive_NS,10,16,Hostility,0.6544695071010861,0.656140350877193,0.008399574042685178
contraceptive_NS,10,16,LSC,0.6463241436925647,0.6473684210526316,0.0038498584715250237
contraceptive_NS,10,16,N1,0.6454469507101086,0.6464912280701754,0.007824340369483663
contraceptive_NS,10,16,N2,0.6477443609022556,0.6482456140350877,0.005439809065244341
contraceptive_NS,10,16,TD_U,0.6557226399331663,0.656140350877193,0.004391391797130044
contraceptive_NS,10,16,kDN,0.6515873015873016,0.6526315789473685,0.005333009047873202
segment,16,4,CLD,0.9725417439703153,0.9770562770562772,0.01845424204021673
segment,16,4,DCP,0.9723974438260152,0.976190476190476,0.01649055475848714
segment,16,4,F1,0.9742115027829314,0.9783549783549784,0.018445608272559946
segment,16,4,Hostility,0.9721500721500721,0.9744588744588744,0.01042412496997486
segment,16,4,LSC,0.9698412698412698,0.974025974025974,0.01960629590086545
segment,16,4,N1,0.972108843537415,0.9735930735930736,0.006275669989584467
segment,16,4,N2,0.9727685013399298,0.9757575757575758,0.013048846136181697
segment,16,4,TD_U,0.9700061842918986,0.9744588744588744,0.01856236615644179
segment,16,4,kDN,0.9733869305297876,0.9757575757575758,0.009111108303333783
fri_c0_250_50,14,30,CLD,0.7491428571428571,0.752,0.02322560163760186
fri_c0_250_50,14,30,DCP,0.7278095238095238,0.736,0.03432727639592029
fri_c0_250_50,14,30,F1,0.746095238095238,0.756,0.034609109728371786
fri_c0_250_50,14,30,Hostility,0.7613333333333333,0.772,0.03299292853526852
fri_c0_250_50,14,30,LSC,0.741904761904762,0.748,0.027265187991108383
fri_c0_250_50,14,30,N1,0.732,0.736,0.02536138797463577
fri_c0_250_50,14,30,N2,0.7470476190476191,0.764,0.04678298428967121
fri_c0_250_50,14,30,TD_U,0.7653333333333333,0.78,0.03600740664548528
fri_c0_250_50,14,30,kDN,0.7518095238095238,0.76,0.03701839954349602
diabetes,2,14,CLD,0.7663655892979202,0.7681647300068353,0.006913895750060258
diabetes,2,14,DCP,0.7513393874296129,0.753861927546138,0.011789150963385292
diabetes,2,14,F1,0.7535665462357192,0.7578092959671907,0.01713803571800941
diabetes,2,14,Hostility,0.7589004979982424,0.7616199589883801,0.008626340724233225
diabetes,2,14,LSC,0.7601520033850862,0.7642344497607656,0.013891986221822928
diabetes,2,14,N1,0.7600535429482799,0.7616199589883801,0.006102785973213251
diabetes,2,14,N2,0.7594473195976955,0.7616028708133971,0.011525469585328688
diabetes,2,14,TD_U,0.755573186212284,0.757758031442242,0.015962251931057048
diabetes,2,14,kDN,0.7578988054551965,0.7603041695146959,0.00991300025108208
yeast1,6,20,CLD,0.7779065498864157,0.7810221295120624,0.011370781992304726
yeast1,6,20,DCP,0.7780894509082428,0.7810130600399057,0.009978409628543397
yeast1,6,20,F1,0.7619300268629127,0.7661935425358244,0.017293613086875118
yeast1,6,20,Hostility,0.7728801188532733,0.7749818610556866,0.008231235360540464
yeast1,6,20,LSC,0.7736758570651189,0.7749637221113732,0.010429275054842542
yeast1,6,20,N1,0.7696703894690471,0.7715944132051515,0.009391874489802176
yeast1,6,20,N2,0.7695691136966305,0.7729276256121894,0.010243127509311755
yeast1,6,20,TD_U,0.7598777348777348,0.7628378378378378,0.016085283781919233
yeast1,6,20,kDN,0.774031293997737,0.7776528206058407,0.008610080532720705
contraceptive_NS,6,26,CLD,0.6541353383458647,0.6543859649122807,0.0063203130556066965
contraceptive_NS,6,26,DCP,0.6640768588137009,0.6631578947368422,0.00434610121354783
contraceptive_NS,6,26,F1,0.6529657477025899,0.656140350877193,0.00936370614680139
contraceptive_NS,6,26,Hostility,0.6521303258145363,0.6526315789473685,0.006156441502507285
contraceptive_NS,6,26,LSC,0.6537593984962407,0.6578947368421053,0.012094906760924914
contraceptive_NS,6,26,N1,0.6430659983291562,0.6429824561403509,0.004723053044743718
contraceptive_NS,6,26,N2,0.6529657477025899,0.6508771929824562,0.006394948559030936
contraceptive_NS,6,26,TD_U,0.65421888053467,0.6552631578947368,0.0072368104604254874
contraceptive_NS,6,26,kDN,0.6486633249791145,0.6491228070175439,0.007075522811405005
liver-disorders,10,1,CLD,0.7463038548752835,0.7461904761904762,0.01324965644692567
liver-disorders,10,1,DCP,0.7471201814058956,0.7533333333333333,0.013352432061647488
liver-disorders,10,1,F1,0.7482539682539683,0.7528571428571429,0.02378347781722406
liver-disorders,10,1,Hostility,0.7531065759637188,0.7609523809523809,0.013595733497452973
liver-disorders,10,1,LSC,0.7741043083900226,0.780952380952381,0.019860326449418306
liver-disorders,10,1,N1,0.7349433106575963,0.7390476190476191,0.014802920125045759
liver-disorders,10,1,N2,0.742108843537415,0.7395238095238096,0.01087505980755717
liver-disorders,10,1,TD_U,0.7229478458049886,0.7252380952380952,0.006942620427767916
liver-disorders,10,1,kDN,0.7443083900226758,0.7466666666666667,0.01657079650578674
spectfheart,6,2,CLD,0.8048772215438882,0.8049857549857549,0.008728940331953584
spectfheart,6,2,DCP,0.7831094831094831,0.7861823361823361,0.010862659014939857
spectfheart,6,2,F1,0.8056166056166056,0.8091168091168092,0.01742128385442529
spectfheart,6,2,Hostility,0.7985212318545652,0.7977207977207977,0.01071424674060829
spectfheart,6,2,LSC,0.7815832315832315,0.7833333333333333,0.026718237583385325
spectfheart,6,2,N1,0.8048636548636549,0.8086894586894587,0.014188512282866756
spectfheart,6,2,N2,0.8085130918464252,0.8126780626780625,0.014304640505719056
spectfheart,6,2,TD_U,0.7897028897028897,0.7904558404558404,0.01741741467592465
spectfheart,6,2,kDN,0.8040225206891873,0.8052706552706553,0.017581885663152868
breast-w,20,28,CLD,0.9559124519372966,0.9613664596273293,0.022801908361149134
breast-w,20,28,DCP,0.9568924381346742,0.9613871635610766,0.01456944350725882
breast-w,20,28,F1,0.957640737454402,0.9585300207039336,0.008110231851114619
breast-w,20,28,Hostility,0.9586621315192743,0.9599585921325052,0.0037013021526250177
breast-w,20,28,LSC,0.95894804298531,0.9628364389233954,0.015414730951924872
breast-w,20,28,N1,0.9530109435078378,0.954223602484472,0.005494500152828691
breast-w,20,28,N2,0.9583141082519964,0.961407867494824,0.01270804615211387
