n_ensemble,method_weights,compl_measure,exp_loss_avg_train_mean,exp_loss_avg_train_median,exp_loss_avg_train_std,misc_rate_train_mean_mean,misc_rate_train_mean_median,misc_rate_train_mean_std,misc_rate_test_mean_mean,misc_rate_test_mean_median,misc_rate_test_mean_std
33,init_hard,Hostility,0.7876502119940896,0.7701778641323551,0.3225406112236008,0.17859527929899202,0.1711615105297653,0.13722782659177654,0.23500854467456386,0.23472077023091414,0.14186011951249022
33,init_hard,LSC,0.769281499383542,0.7778483959139678,0.29876616576820997,0.17078014402262542,0.1744250078028704,0.12711277327836204,0.2215979740294344,0.22931622022879938,0.12826403466761294
33,init_hard,N1,0.7653572518048619,0.7538238509944594,0.30838375453946365,0.16911053732042636,0.16420354740551554,0.1312046635960674,0.22214397608662056,0.22781140698000965,0.13415812748930345
33,init_hard,N2,0.7631489776506041,0.8172460647954168,0.2882372570243611,0.16817100706543622,0.191187103133668,0.12263315361800278,0.2203002961118793,0.22769286452172355,0.12586891332484604
33,init_hard,TD_U,0.7917150627264732,0.8666460627212226,0.2753337097260926,0.1803247068873781,0.21220478001869442,0.11714322246065768,0.2281337708931968,0.2448735475051264,0.11943731489781212
33,init_hard,kDN,0.7904242908347773,0.8421698111911173,0.32374894521235537,0.17977553628634518,0.2017911369495384,0.13774192323977605,0.23415808882882716,0.2328250248479256,0.13815691536108482
34,classic,none,0.7413277539171677,0.747222603622113,0.27893177832852273,0.1588869696378626,0.1613949868764547,0.11867405336088598,0.21063344441494028,0.21655270655270653,0.1210399926167901
34,init_easy,CLD,0.8150864021491998,0.8473929651978518,0.2877118224352313,0.19026825508539427,0.20401337516499662,0.12240960270945551,0.22512744708620075,0.22985304169514692,0.12145473594119693
34,init_easy,DCP,0.7750710805114619,0.7986551227255854,0.2708458368500361,0.17324337379095509,0.1832774183195346,0.11523381626692274,0.2188099559821983,0.22451943767733235,0.12350766884688123
34,init_easy,F1,0.7554242442175888,0.8023977190892368,0.2805189215725766,0.1648844492084517,0.18486973986579144,0.11934931784012494,0.2163931078182338,0.2136594575907553,0.127776867164139
34,init_easy,Hostility,0.7623344880069752,0.8009998037235089,0.27046641568902746,0.16782447506392267,0.18427498410257026,0.11507238809485279,0.21153064536860555,0.2286574288210504,0.11708302846904513
34,init_easy,LSC,0.7613100278961045,0.8347308301783722,0.26421092212185415,0.16738860922392373,0.1986261550498519,0.11241093165615665,0.21663554292028653,0.2274346998004716,0.11766031912359988
34,init_easy,N1,0.7587315252601481,0.8209051191563338,0.26599548602798745,0.16629156190559963,0.19274388097762665,0.11317019054552185,0.2108165527544921,0.2183276353276353,0.11444466220523647
34,init_easy,N2,0.758072694203284,0.8367636876339652,0.26575354066364726,0.16601125626073332,0.19949105268039724,0.11306725269724159,0.2180332133326842,0.2277290971921844,0.12431048336442387
34,init_easy,TD_U,0.7613399020810749,0.821338117210267,0.27975181234982677,0.16740131946670256,0.19292810392441873,0.11902294426813627,0.21445337023934122,0.2167725967621199,0.12694665764093738
34,init_easy,kDN,0.7618477587147873,0.8360057774252696,0.26378483547817083,0.16761739167478878,0.1991685929123189,0.11222964923150124,0.21356200111972257,0.2232846705215126,0.11628731934410486
34,init_hard,CLD,0.872309324087234,0.8847602395855907,0.4009968881947662,0.21461426589934274,0.21991162075470644,0.17060776076624148,0.2634445849200706,0.2645256916996047,0.1676170483309287
34,init_hard,DCP,0.8331909477742301,0.8291975227962676,0.3527334620956456,0.19797099812333138,0.19627195926957536,0.15007364866690123,0.24509312150126042,0.2530427204374573,0.1508548065271027
34,init_hard,F1,0.7525587289572605,0.7823067340033529,0.26954895750651164,0.16366528976757178,0.1763218481539092,0.11468204719515067,0.22066321152306836,0.2360626792535167,0.12301414585316772
34,init_hard,Hostility,0.787146649947302,0.7780391008606267,0.3249272478679209,0.1783810342618396,0.17450614495099886,0.13824324278486264,0.23565610324825645,0.23585900629473555,0.143998446159212
34,init_hard,LSC,0.7674269584901079,0.7921325553916876,0.3011507186219659,0.1699911127897333,0.180502332925997,0.1281273029038649,0.22027042161137447,0.22899977282661085,0.12831995539154595
34,init_hard,N1,0.7625960002700624,0.7565220522082863,0.30657063405105794,0.16793573782663154,0.1653515215687569,0.13043325504993414,0.22338740164083112,0.2227101845522898,0.13395618574055493
34,init_hard,N2,0.7631578266693357,0.8118817830706764,0.28928724731286054,0.16817477196066416,0.1889048208513857,0.12307988150348252,0.21950661933410015,0.2201761201761201,0.12353326225380222
34,init_hard,TD_U,0.7824761776417412,0.8539476010693077,0.27692139730841175,0.17639393948571885,0.2068021044085113,0.1178187185335456,0.22343601294201465,0.23719002050580995,0.12000711647509851
34,init_hard,kDN,0.7828111877817471,0.7943736096973611,0.3250155252780846,0.1765364725863564,0.1814558097935302,0.1382808012091738,0.22848054647876406,0.2233524363677035,0.13702697573551917
35,classic,none,0.7386445560798098,0.7476546361894396,0.27966555444904995,0.15774537879713246,0.1615787990482187,0.11898624506239884,0.21160096111095844,0.22157575757575754,0.12457067596697358
35,init_easy,CLD,0.8132367103991704,0.8432247303751781,0.2875804129101214,0.18948128696451694,0.20223996187831084,0.12235369333588587,0.22451927646522843,0.23050239234449754,0.12146317807926973
