dataset,classic_misc_rate_test_mean_median,init_easy_misc_rate_test_mean_median,init_hard_misc_rate_test_mean_median,classic_misc_rate_test_mean_std,init_easy_misc_rate_test_mean_std,init_hard_misc_rate_test_mean_std,classic_misc_rate_test_mean_total_mean,init_easy_misc_rate_test_mean_total_mean,init_hard_misc_rate_test_mean_total_mean
sonar,0.148809523809524,0.144047619047619,0.135,0.0246585545369821,0.0295428823527583,0.0315414167734061,0.151715079365079,0.151816666666667,0.148400793650794
spambase,0.0624386662877711,0.0635246755707113,0.0654821445486407,0.0167018449979136,0.0158904525284909,0.0163909502356529,0.0677714044393925,0.0680485696694136,0.0698212465662593
spectfheart,0.205413105413105,0.198005698005698,0.209472934472934,0.00766867809051302,0.009583004576384,0.0147623687990123,0.205720322886989,0.198316714150047,0.211074548907882
steel-plates-fault,0,0,0.0010309278350515,0.0584189255814286,0.0648711273803528,0.0579512062001894,0.0174982994096396,0.0233524187153053,0.0232266719534761
sylvine,0.0798215155945419,0.0815774244639376,0.0848922164351852,0.00265989801315623,0.00259141047356391,0.00107802588255929,0.0807822310043047,0.0827909382106887,0.084955974100471
teaching_assistant_LH,0.376363636363636,0.316363636363636,0.425454545454546,0.0255739462776572,0.0153987124805,0.0304847028598196,0.383936363636364,0.317918181818182,0.435293939393939
teaching_assistant_LM,0.365555555555555,0.344444444444444,0.444444444444444,0.0283111327737141,0.0241208982551265,0.0164308311384345,0.370414814814815,0.340974074074074,0.441566666666667
teaching_assistant_MH,0.33,0.360909090909091,0.398181818181818,0.055355346431098,0.017415945164908,0.0626245478394444,0.338309090909091,0.362357575757576,0.400145454545455
titanic,0.216200822078685,0.210076335877863,0.238332354668232,0.00254799818393381,0.00356959776515929,0.00582429005621983,0.21645834801331,0.211085574476414,0.237667841064788
vehicle2,0.0248389355742296,0.0213165266106442,0.0307703081232493,0.0231598440498272,0.0274712531466278,0.0231553613892977,0.0287048085901027,0.0291233893557422,0.0352330999066293
vertebral_column,0.164516129032258,0.17741935483871,0.167741935483871,0.0139531944733749,0.0109642668049001,0.0142577428056863,0.166290322580645,0.179193548387097,0.169806451612903
wdbc,0.0351817042606516,0.0333959899749373,0.0333646616541353,0.00795407932360198,0.0083382376330315,0.00623755668075003,0.0373484753550543,0.0357163742690058,0.0346971595655806
yeast1,0.23716669689824,0.231781697805188,0.229788681298748,0.00678403346621227,0.00598452879229277,0.0113369206644208,0.237341934216095,0.232664308603906,0.233183324263861
