model,perf_measure,accuracy_mean_mean,accuracy_mean_median,accuracy_mean_std,Dataset
Incremental_Mixed_Bagging,acc,0.9160699778644942,0.9160808174163071,0.0027464517050406517,phoneme
Grouped_Mixed_Bagging,acc,0.8076190476190477,0.8080952380952382,0.009514000550903526,sonar
Incremental_Mixed_Bagging,acc,0.8143121693121693,0.8177380952380953,0.017288497605413095,sonar
Grouped_Mixed_Bagging,acc,0.8480461621041331,0.8475603864734298,0.004764684413554551,arrhythmia_cfs
Incremental_Mixed_Bagging,acc,0.8443344068706388,0.846376811594203,0.008941349166995082,arrhythmia_cfs
Grouped_Mixed_Bagging,acc,0.7124929971988796,0.7128991596638656,0.011615357384277903,bupa
Incremental_Mixed_Bagging,acc,0.7136788048552755,0.7128571428571429,0.005847758989888017,bupa
Grouped_Mixed_Bagging,acc,0.7602206273258906,0.7597915242652085,0.006611584301887232,diabetes
Incremental_Mixed_Bagging,acc,0.7612421204526467,0.7617310321257691,0.005743101144807023,diabetes
Grouped_Mixed_Bagging,acc,0.6261568742567252,0.6266427313372172,0.005050374408078958,hill_valley_without_noise_traintest
Incremental_Mixed_Bagging,acc,0.6201019133209893,0.620471480829156,0.005760755706064587,hill_valley_without_noise_traintest
Grouped_Mixed_Bagging,acc,0.6935810463562545,0.6945420906567993,0.008305686700688784,saheart
Incremental_Mixed_Bagging,acc,0.6974277931956008,0.6988899167437558,0.01088372309162788,saheart
Grouped_Mixed_Bagging,acc,0.8044733044733045,0.806060606060606,0.009505271677476754,glass1
Incremental_Mixed_Bagging,acc,0.8114718614718615,0.8084415584415584,0.009038006792910629,glass1
Grouped_Mixed_Bagging,acc,0.9906922552511256,0.9908944250502486,0.0012137250159877588,banknote_authentication
Incremental_Mixed_Bagging,acc,0.991500934447618,0.9912593885538983,0.0007065330703773995,banknote_authentication
Grouped_Mixed_Bagging,acc,0.7680925892335289,0.7682001632504989,0.003534771482698119,yeast1
Incremental_Mixed_Bagging,acc,0.7710867746941573,0.7715649374206421,0.0041781647773067076,yeast1
Grouped_Mixed_Bagging,acc,0.7979250334672021,0.7981927710843373,0.004270801302009832,mammographic
Incremental_Mixed_Bagging,acc,0.8067603748326639,0.8072289156626506,0.004696139264456375,mammographic
Grouped_Mixed_Bagging,acc,0.8284946236559141,0.8274193548387097,0.007685595123749016,vertebral_column
Incremental_Mixed_Bagging,acc,0.8306451612903225,0.8306451612903226,0.00837175651554299,vertebral_column
Grouped_Mixed_Bagging,acc,0.8956521739130435,0.8936594202898551,0.006016405472419133,chatfield_4
Incremental_Mixed_Bagging,acc,0.8946859903381643,0.8935688405797102,0.006811888949020154,chatfield_4
Grouped_Mixed_Bagging,acc,0.7638333333333334,0.7635000000000001,0.005742002110352651,credit-g
Incremental_Mixed_Bagging,acc,0.7633888888888889,0.7635000000000001,0.006069585593847931,credit-g
Grouped_Mixed_Bagging,acc,0.7480423280423281,0.7452380952380953,0.009724618123578445,liver-disorders
Incremental_Mixed_Bagging,acc,0.7507142857142858,0.7516666666666667,0.007725533868246151,liver-disorders
Grouped_Mixed_Bagging,acc,0.9478534779451233,0.947900918821635,0.0013794911026068543,spambase
Incremental_Mixed_Bagging,acc,0.9479747508235715,0.9481197309841811,0.0010691731822672047,spambase
Grouped_Mixed_Bagging,acc,0.7853333333333334,0.784,0.018407159732336892,fri_c0_250_50
Incremental_Mixed_Bagging,acc,0.7893333333333333,0.792,0.016,fri_c0_250_50
Grouped_Mixed_Bagging,acc,0.9091812865497074,0.908157894736842,0.007384375081683231,parkinsons
Incremental_Mixed_Bagging,acc,0.9088304093567251,0.9080263157894737,0.006848188663901621,parkinsons
Grouped_Mixed_Bagging,acc,0.9462612612612611,0.946554054054054,0.0014157926040322911,ring
Incremental_Mixed_Bagging,acc,0.9466666666666667,0.9468243243243243,0.0015935568286485598,ring
Grouped_Mixed_Bagging,acc,0.7320685376097747,0.7313305412371134,0.004987169165590633,contraceptive_NL
Incremental_Mixed_Bagging,acc,0.7398673157693776,0.7411995274914089,0.00415144432892743,contraceptive_NL
Grouped_Mixed_Bagging,acc,0.6836660617059891,0.6812613430127042,0.007408839873164171,ilpd
Incremental_Mixed_Bagging,acc,0.682162062243732,0.6795220810647309,0.011029291755950235,ilpd
Grouped_Mixed_Bagging,acc,0.7151515151515152,0.7127272727272727,0.012499878463191375,teaching_assistant_LH
Incremental_Mixed_Bagging,acc,0.6992929292929293,0.7022727272727273,0.014423133916871575,teaching_assistant_LH
Grouped_Mixed_Bagging,acc,0.7131313131313131,0.7140909090909091,0.015305103899327198,teaching_assistant_MH
Incremental_Mixed_Bagging,acc,0.7171212121212122,0.7236363636363636,0.013738476852707442,teaching_assistant_MH
Grouped_Mixed_Bagging,acc,0.6807558720639679,0.6798313343328335,0.009114280071779484,diabetic_retinopathy
Incremental_Mixed_Bagging,acc,0.6879414459436948,0.6889580209895052,0.006584580829390146,diabetic_retinopathy
Grouped_Mixed_Bagging,acc,0.9961538461538461,0.9961538461538462,0.0,bodyfat
Incremental_Mixed_Bagging,acc,0.9961538461538461,0.9961538461538462,0.0,bodyfat
Grouped_Mixed_Bagging,acc,0.7442317317317317,0.7449324324324325,0.009844833581743614,bands
Incremental_Mixed_Bagging,acc,0.7446363029696363,0.7436186186186187,0.011429417032039806,bands
Grouped_Mixed_Bagging,acc,1.0,1.0,0.0,breastcancer
Incremental_Mixed_Bagging,acc,1.0,1.0,0.0,breastcancer
Grouped_Mixed_Bagging,acc,0.6807351921209599,0.6816541822721598,0.00700946272618534,Yeast_CYTvsNUC
Incremental_Mixed_Bagging,acc,0.6813503953391593,0.6822347066167291,0.007613531594219231,Yeast_CYTvsNUC
Grouped_Mixed_Bagging,acc,0.8823556934594169,0.8812278368794326,0.005366145986614441,musk1
Incremental_Mixed_Bagging,acc,0.8909278959810875,0.8927748226950354,0.00691481004517174,musk1
Grouped_Mixed_Bagging,acc,0.6514619883040935,0.650438596491228,0.006047506841685668,contraceptive_NS
Incremental_Mixed_Bagging,acc,0.6624269005847954,0.6618421052631578,0.006842832910951932,contraceptive_NS
