method_weights,compl_measure,loss_selected,loss_test_avg_mean,loss_test_avg_median,loss_test_avg_std,train_acc_mean_mean,train_acc_mean_median,train_acc_mean_std,test_acc_mean_mean,test_acc_mean_median,test_acc_mean_std
sample_weight_hard,F1,exponential,439903.91124305356,1.3183103743900029,3059565.768116915,0.8363781533807356,0.8177153930231814,0.11332787603786718,0.787827127893209,0.7788492063492063,0.11979784042004085
sample_weight_hard,F1,log_loss,0.430758959443309,0.4750611881628858,0.1866726534304494,0.8419644879976121,0.8264092334400497,0.11359173844486535,0.7902749922719606,0.7810017231997098,0.12025829420374029
sample_weight_hard,Hostility,exponential,436177.6242812372,1.1727820696805713,3055750.643089003,0.8319981394122993,0.8276449888543738,0.12705528533669433,0.7719381331582003,0.7757834757834757,0.1382704603596692
sample_weight_hard,Hostility,log_loss,0.45002072711267704,0.5043247096050774,0.19745208860442248,0.8349906049071902,0.83111269973254,0.1276054108514467,0.7730517500747155,0.7777099236641222,0.138597399905543
sample_weight_hard,LSC,exponential,399209.07811071334,1.197968618000104,2766813.561334074,0.8324261967617096,0.8200987841945289,0.12287449721009115,0.7801380325237757,0.7708915291130056,0.12783679636175033
sample_weight_hard,LSC,log_loss,0.44420858058139195,0.49695350759379564,0.1876045106835333,0.8353679330962976,0.823936970863502,0.12360478962174162,0.7812695060186563,0.7719686609686609,0.12798346210018688
sample_weight_hard,N1,exponential,397119.129919582,1.2172589670422234,2761549.964671964,0.8404124866205729,0.8345067527891955,0.11883800136097036,0.7835545028797191,0.7772493195598555,0.13069141951394714
sample_weight_hard,N1,log_loss,0.43741357224344435,0.4917880155146549,0.19011731092090456,0.8434575682772235,0.8391456253669994,0.11926793536640022,0.7846706624453761,0.7769172049324722,0.1312505899247011
sample_weight_hard,N2,exponential,386501.80738640577,1.1997648349384318,2678341.803046563,0.8373962435424269,0.8182793627963729,0.11677213526297478,0.7851657220837321,0.7792072812683499,0.12228089827749099
sample_weight_hard,N2,log_loss,0.4392336625877323,0.494752569016203,0.18658040150244154,0.8403638891126097,0.8209599780947441,0.11728186063994445,0.7867378624600342,0.7809926537275531,0.12220327654189352
sample_weight_hard,TD_U,exponential,397926.96840991837,1.2979996402162726,2767161.2419440146,0.8227110593390065,0.8023746685293158,0.11345613523006245,0.7777996768683234,0.7733766233766234,0.11999814913107543
sample_weight_hard,TD_U,log_loss,0.43881141207607627,0.48449763452719524,0.1858546441377606,0.8285801438817911,0.8086685334984065,0.11391449911818348,0.780144633531603,0.7759398496240602,0.12017553688242341
sample_weight_hard,kDN,exponential,402597.6778481929,1.1738258709920042,2796573.493745664,0.8301427165420479,0.8225887612441077,0.1302290778805471,0.7736606710457326,0.7695447124977326,0.1349079839133947
sample_weight_hard,kDN,log_loss,0.44980391618964444,0.5114808832509036,0.19463782929331996,0.8330144841131306,0.8263527182633095,0.13083790396911446,0.7747689181659022,0.7749274442227463,0.13491065908663555
sample_weight_hard_x2,CLD,exponential,243326.19491006146,1.1394555429439617,1700390.6778333355,0.7350700784584336,0.72505960607349,0.19600489303289187,0.6866424885792481,0.6627705627705628,0.1919239047934674
sample_weight_hard_x2,CLD,log_loss,0.5612012580758041,0.6129560869261068,0.27753231087538843,0.7400675660030293,0.7293172690763052,0.1975240986649091,0.6894679541562879,0.665311004784689,0.1938403844937013
sample_weight_hard_x2,DCP,exponential,397926.8579641533,1.1255308853232764,2767161.2578272303,0.7631535049054913,0.7857347356181457,0.1769743537960258,0.7161695703465044,0.7291524265208477,0.17642479190488844
sample_weight_hard_x2,DCP,log_loss,0.5053464468557067,0.5606943353735788,0.22731826296154964,0.7657499835746686,0.788219544846051,0.1772150892981398,0.7159026583802481,0.7291353383458647,0.17742570147072537
sample_weight_hard_x2,F1,exponential,453890.4725274521,1.3153460072630256,3159480.9248178955,0.8317215384256235,0.8119499738457703,0.11393260400624394,0.7845001069364805,0.7792337052260716,0.12089568083155328
sample_weight_hard_x2,F1,log_loss,0.43666891656720136,0.4763064989140833,0.18771133856087466,0.8374533720854138,0.8213571174825223,0.11402932238823442,0.7870284084079663,0.7796503718483584,0.1208873247864377
sample_weight_hard_x2,Hostility,exponential,443832.86810266593,1.1196148547431446,3116107.2613455635,0.8022202756239354,0.8126039351715846,0.1550744928987741,0.7441357424865068,0.7526936332305459,0.16192828945925783
sample_weight_hard_x2,Hostility,log_loss,0.4742805946317877,0.5360497628242655,0.20994542307304095,0.8046212568691609,0.8159488424441541,0.15577251454395427,0.744947515741118,0.7517498532002349,0.16246022676729233
sample_weight_hard_x2,LSC,exponential,393429.9617256519,1.156415841395933,2725789.7452921025,0.8215364992945652,0.8127178634347292,0.12769711138832435,0.7710150527195867,0.7609042865531415,0.130278715096548
sample_weight_hard_x2,LSC,log_loss,0.45779367577030045,0.515197404376825,0.18920629612949685,0.8239682924110315,0.8154392926150327,0.12845356803497263,0.771511908644275,0.7631943628890194,0.1307453746847609
sample_weight_hard_x2,N1,exponential,396146.30627053493,1.1730808413827334,2754996.2369921687,0.8302370592856929,0.823217459796449,0.12837011931276754,0.773022113626299,0.7700528479154434,0.1406735884334017
sample_weight_hard_x2,N1,log_loss,0.4505401818578478,0.5119771220196363,0.19550351551521558,0.8327157326692205,0.8253702030503205,0.12881024373286265,0.7740603001868247,0.7717948717948718,0.14090757228265155
sample_weight_hard_x2,N2,exponential,379332.8697639995,1.1555539061228617,2628158.0220180983,0.8255186104864399,0.811415342049796,0.123933011979294,0.7742018820606872,0.7707792207792208,0.12855785287670785
sample_weight_hard_x2,N2,log_loss,0.4518054380980912,0.5160400246523147,0.1894373973225936,0.8281200006652095,0.815223694382829,0.12444445593230667,0.7757304965829067,0.7755198505198505,0.12858161618228978
sample_weight_hard_x2,TD_U,exponential,397926.92910750577,1.2668664097036322,2767161.2475961577,0.8082393648519155,0.7928566413473828,0.11602138703111602,0.7677140575765337,0.768,0.1227865496428654
sample_weight_hard_x2,TD_U,log_loss,0.4517370824680696,0.49569715978470696,0.18735390498011606,0.8162239061628584,0.7980581407420291,0.11631411663941009,0.77181267324575,0.7680952380952382,0.1229285365918065
sample_weight_hard_x2,kDN,exponential,402407.73282800766,1.120780370770033,2795157.064951946,0.8014512041302128,0.8004587307421834,0.15332963133068028,0.7475884924057865,0.7486809342120833,0.1542694778366951
sample_weight_hard_x2,kDN,log_loss,0.4724726889766165,0.5483145415998943,0.20372997531080134,0.803406999804685,0.8021313662984655,0.1540525972878543,0.7480004097104049,0.7520315617631054,0.15474479486965534
