,y,Hostility,kDN,DS,DCP,TD_U,TD_P,MV,CB,CLD,N1,N2,LSC,LSradius,H,U,F1,F2,F3,F4,dataset
2,2,0.03200883002207505,0.03863134657836645,0.7482583641524039,0.02992989769627294,0.5223760786674694,0.41136865342163353,0.2598039215686274,0.7735000000000001,0.23789104056297306,0.03348050036791759,0.1367892225323029,0.9004732111277792,0.9001923096137329,0.0002556447413086059,0.9005830640956293,0.6283112582781457,0.4314266511127649,0.4791021476613869,0.5267776442100089,Data12
3,dataset,0.041666666666666664,0.061,0.5797852813852814,0.020706378044100495,0.6227575757575758,0.6099666666666667,0.1623333333333333,0.7436740000000002,0.26644339818138285,0.044083333333333335,0.1654659556878265,0.9355611339830032,0.9162572308067165,0.0005261874974777029,0.9356297289599151,0.8579166666666667,0.4829901042951016,0.5226873854244626,0.5623846665538236,Data12
0,0,0.098,0.15,0.6743191489361702,0.14387924033641894,0.43018181818181817,0.6698095238095237,0.0,0.6666666666666666,0.22287342784012948,0.14883333333333335,0.26139889445565967,0.9767560595952858,0.9487537354659078,0.0006666666666666666,0.9767715555555555,0.9056666666666666,0.7497959024791278,0.8173565657984819,0.8849172291178364,Data13
1,1,0.11066666666666666,0.14533333333333334,0.7036808510638298,0.1438792403364189,0.4501515151515152,0.6742857142857143,0.0,0.6666666666666666,0.2227565397610105,0.146,0.25561217569963474,0.9780311318656881,0.94900150039457,0.0006666666666666666,0.9780457777777777,0.8796666666666667,0.7395094919615279,0.8070482573625462,0.8745870227635646,Data13
2,dataset,0.10433333333333333,0.14766666666666667,0.689,0.1438792403364189,0.44016666666666665,0.672047619047619,0.0,0.6666666666666666,0.22281498380056997,0.14741666666666667,0.25850553507764723,0.9773935957304869,0.9488776179302388,0.0006666666666666666,0.9774086666666667,0.8926666666666667,0.7446526972203278,0.812202411580514,0.8797521259407004,Data13
0,0,0.11310711909514305,0.1490352628077179,0.6886752810169136,0.1361718710021214,0.5354624085163007,0.4743845642049235,0.0,0.666,0.26183508400651706,0.14892437347527168,0.2527510392416581,0.9771787981958852,0.9529877335513264,0.0006653359946773121,0.9771939819628872,0.9910179640718563,0.8111029725677705,0.854574001202669,0.8980450298375676,Data2
1,1,0.08550434201736808,0.14549098196392787,0.8336629399149176,0.13671765004421402,0.5242484969939879,0.5683366733466934,0.003992015968063867,0.6673333333333332,0.2628180397038616,0.13621687820084613,0.2676076658901892,0.983645097681995,0.9676875791792198,0.0006680026720106881,0.983656022800444,0.981629926519706,0.7999023737952332,0.8567792340934308,0.9136560943916283,Data2
2,dataset,0.09933333333333333,0.14726666666666666,0.7610241228070175,0.1364442147441256,0.5298666666666667,0.5212666666666668,0.0019920159680638693,0.6666653333333333,0.262325578899492,0.14258333333333334,0.2601644959392751,0.980405481639454,0.9603229565196453,0.0006666666666666666,0.980418540340828,0.9863333333333333,0.8055138737802745,0.8556744124151592,0.905834951050044,Data2
0,0,0.2799227799227799,0.38841698841698846,0.6874425445854017,0.3468425364898795,0.4843146718146718,0.5630630630630631,0.0,0.6546666666666666,0.3900327374956833,0.3909266409266409,0.4325087438558699,0.9956535701216552,0.9675787141897145,0.0019305019305019305,0.9956619609129261,0.972972972972973,0.8150013804893572,0.8620711878941748,0.9091409952989924,Data3
1,1,0.25103734439834025,0.39045643153526977,0.6644931831653823,0.37274778817792026,0.5107192254495159,0.6618257261410788,0.06949806949806947,0.6786666666666666,0.418466068497189,0.38053250345781464,0.4412871421979891,0.9957298505016348,0.9810876603050472,0.002074688796680498,0.9957387097329592,0.995850622406639,0.8292233823148448,0.8783452811568003,0.9274671799987558,Data3
2,dataset,0.266,0.38939999999999997,0.6763809523809524,0.3593288678035152,0.4970416666666666,0.6106666666666667,0.03349806949806949,0.6662346666666668,0.403737603038409,0.38591666666666663,0.43673993185677135,0.9956903372648055,0.974090026217305,0.002,0.9956989538441822,0.984,0.8218563853692424,0.8699153008467603,0.9179742163242783,Data3
0,0,0.048,0.06720000000000001,0.26365375854214124,0.06305208841892013,0.41723076923076924,0.6356,0.0,0.75,0.0964424172933358,0.071,0.13775020020904494,0.6522044088176352,0.7898277819137247,0.001066,0.6528999999999999,0.7905,0.4733906426001678,0.5303846846294491,0.5873787266587305,Data4
1,1,0.02,0.0384,0.11756719817767655,0.04072320039972785,0.40369230769230774,0.62,0.0,0.75,0.06730165915752155,0.04,0.11061026445545262,0.6744569138276553,0.84617866996445,0.000848,0.675108,0.5265,0.4059070731408646,0.4433961520190435,0.4808852308972223,Data4
2,2,0.024,0.0512,0.31095216400911163,0.044971124777290365,0.4173846153846154,0.796,0.0,0.75,0.09150967396216894,0.056333333333333326,0.13033194509862045,0.6973947895791583,0.8365504320275592,0.0010860000000000002,0.698,0.558,0.3903652039888457,0.4380815135474709,0.485797823106096,Data4
3,dataset,0.030666666666666665,0.05226666666666667,0.23072437357630982,0.049582137865312785,0.4127692307692308,0.6838666666666666,0.0,0.75,0.08508458347100877,0.05577777777777777,0.12623080325437266,0.6746853707414829,0.8241856279685781,0.001,0.675336,0.625,0.42322097324329266,0.4706207833986545,0.5180205935540162,Data4
0,0,0.208,0.2152,0.6112091690544413,0.18807547054681775,0.4537894736842105,0.7311428571428571,0.0,0.8571428571428571,0.21182332099000087,0.219,0.2704753321520143,0.8944689378757515,0.8968273615032554,0.0006192,0.8946799999999999,0.6551999999999999,0.2301659303919303,0.24268047947426993,0.2551950285566095,Data5
1,1,0.14,0.1524,0.4486074498567335,0.13971758092684566,0.441578947368421,0.6162857142857142,0.0,0.8571428571428571,0.16907611276196075,0.15,0.23328961979230242,0.8443607214428858,0.9022765670535232,0.0004328,0.844672,0.41960000000000003,0.18889718670236103,0.20273046272444042,0.21656373874651985,Data5
2,2,0.106,0.12079999999999999,0.2925272206303725,0.10329170657312735,0.39610526315789474,0.7394285714285714,0.0,0.8571428571428571,0.1465166153829336,0.11233333333333333,0.18957161294472816,0.791002004008016,0.8581765616757533,0.0003456,0.79142,0.45080000000000003,0.1882330716118991,0.20439877180397406,0.22056447199604903,Data5
3,3,0.064,0.1484,0.9085616045845273,0.1396960122939333,0.6071578947368421,0.684,0.0,0.8571428571428571,0.13049243012286302,0.14983333333333335,0.30409466615475184,0.9819118236472946,0.9455792287332108,0.0003608,0.9819479999999999,0.577,0.1913270061514216,0.22165320898014382,0.2519794118088661,Data5
4,4,0.048,0.12160000000000001,0.9041833810888251,0.10600764177644866,0.5697894736842105,0.756,0.0,0.8571428571428571,0.08813770671520285,0.13316666666666666,0.28970918980378896,0.9746052104208417,0.9394739500459202,0.0002656,0.974656,0.49339999999999995,0.19486871838637612,0.21154551360864715,0.22822230883091815,Data5
5,5,0.068,0.12240000000000001,0.8617994269340975,0.12179862214038363,0.6456842105263159,0.8511428571428571,0.0,0.8571428571428571,0.12712421239686783,0.13316666666666666,0.26821775298518624,0.9688977955911823,0.9406507971663138,0.000376,0.96896,0.6494,0.20263647861440698,0.2320289322444656,0.26142138587452424,Data5
6,dataset,0.10566666666666667,0.14679999999999999,0.6711480420248329,0.13309783904292605,0.519017543859649,0.7296666666666667,0.0,0.8571428571428569,0.14552839972830484,0.14958333333333332,0.2592263623054619,0.9092077488309953,0.9138307443629962,0.00039999999999999996,0.9093893333333333,0.5408999999999999,0.19935473197639916,0.21917289480599014,0.23899105763558115,Data5
0,0,0.01,0.0296,0.6473307392996108,0.0527311258278146,0.48715789473684207,0.822,0.0,0.75,0.1058908928520482,0.04016666666666666,0.1758997847920252,0.9429098196392786,0.9228220107471774,0.000146,0.943024,0.86,0.471068947963536,0.5198023184200434,0.5685356888765509,Data6
1,1,0.04,0.11120000000000001,0.8721867704280156,0.11236921417133566,0.6781052631578947,0.8356666666666668,0.0,0.75,0.12344231558382893,0.12466666666666668,0.28218980661653237,0.9763006012024048,0.9438510607079658,0.001024,0.976348,0.77,0.47118122204393104,0.5353201843443255,0.5994591466447199,Data6
2,2,0.142,0.174,0.4408715953307393,0.1441527020300553,0.31357894736842107,0.666,0.0,0.75,0.1745192769415137,0.16466666666666666,0.22773282900854697,0.8039719438877755,0.8257107881790733,0.00183,0.8043640000000001,0.396,0.36015423052273,0.4166984728454379,0.47324271516814576,Data6
3,dataset,0.064,0.10493333333333332,0.6534630350194552,0.10308434734306851,0.4929473684210526,0.7745555555555556,0.0,0.75,0.13461749512579696,0.10983333333333334,0.22860747347236815,0.9077274549098195,0.8974612865447389,0.0010000000000000002,0.9079119999999999,0.6753333333333333,0.4341348001767324,0.49060699186993556,0.5470791835631389,Data6
0,0,0.021442495126705652,0.026705653021442496,0.3709971827881443,0.023245206363977037,0.24020910863016126,0.5992933723196882,0.0,0.7434999999999999,0.2223679116755819,0.017137751786874593,0.10578093055433974,0.8147415965387723,0.8554873060802082,0.00026514276234321026,0.814922160284836,0.5433723196881092,0.29836265177183324,0.4224115034094245,0.5464603550470157,Data7
1,1,0.09856262833675565,0.10472279260780287,0.8115708056101756,0.09557373887104807,0.30665484412917676,0.5667351129363449,0.050682261208576995,0.7565,0.3035883897866493,0.08119438740588637,0.18414896111279613,0.9377473087531735,0.918552872605573,0.001026694045174538,0.9378112232205726,0.5954825462012321,0.4235106508641302,0.4829125935926852,0.54231453632124,Data7
2,2,0.014,0.0562,0.620678445229682,0.06944096903758856,0.5220454545454545,0.5685,0.02534113060428855,0.75,0.17080707799657172,0.05875,0.17707518409363163,0.9401971971971972,0.9372180409802713,0.0002185,0.9402569999999999,0.7485,0.37683820312364913,0.4663408152806083,0.5558434274375674,Data7
3,dataset,0.044,0.061866666666666674,0.597263839811543,0.062126457475809936,0.35572727272727267,0.5784583333333333,0.024901884340480848,0.7498873333333332,0.23155054900930505,0.05180555555555555,0.1549891689887492,0.8964959846571895,0.9032061716454642,0.0004968454913880446,0.8965984226230265,0.6286666666666667,0.36515255259440427,0.4566972946459844,0.5482420366975645,Data7
0,0,0.076,0.10760000000000002,0.7960876712328767,0.1126323074936597,0.424,0.412,0.0,0.8333333333333334,0.14932408889415924,0.09983333333333333,0.20447641357449456,0.9227374749498998,0.9429321794001064,0.000592,0.922892,0.52825,0.22333785564154351,0.24856047946711815,0.27378310329269273,Data8
1,1,0.208,0.24120000000000003,0.4580054794520548,0.24261483522061286,0.30660000000000004,0.451,0.0,0.8333333333333334,0.2848700739732294,0.202,0.26598099574064166,0.8576953907815631,0.864848079391703,0.00125,0.85798,0.42725,0.2250293944082154,0.24850799224876668,0.27198659008931797,Data8
2,2,0.006,0.011600000000000001,0.22873424657534247,0.04376713008937438,0.3453,0.42025,0.0,0.8333333333333334,0.09339416355422728,0.015333333333333334,0.10170666664016664,0.7936472945891784,0.8213059737515119,5.300000000000001e-05,0.79406,0.43625,0.19641573852074926,0.21718221683504968,0.2379486951493501,Data8
3,3,0.052,0.1436,0.9373369863013699,0.17667174337054006,0.5877,0.6515,0.0,0.8333333333333334,0.2937015841756924,0.161,0.3022820250818029,0.9804368737474949,0.9605346139828337,0.000475,0.980476,0.55975,0.212540532730985,0.25029778562452915,0.28805503851807324,Data8
4,4,0.034,0.0808,0.6456876712328767,0.09091242568293978,0.4485,0.625,0.0,0.8333333333333334,0.08718984855798846,0.08383333333333333,0.20084550604388127,0.8780761523046092,0.8388397731257827,0.00013000000000000002,0.8783200000000001,0.43625,0.19115935849937885,0.2235117144949752,0.2558640704905716,Data8
5,dataset,0.0752,0.11696,0.6131704109589041,0.13331968837142535,0.42241999999999996,0.51195,0.0,0.8333333333333333,0.18169595183105935,0.1124,0.2150583214161974,0.8865186372745492,0.8856921239303877,0.0005,0.8867456,0.47755,0.2096965759601744,0.2376120377340878,0.26552749950800114,Data8
0,0,0.017991004497751123,0.025187406296851574,0.6649150834418857,0.06530128538749232,0.3507092607542383,0.4191904047976012,0.0,0.7498750000000001,0.12045364683008117,0.026611694152923537,0.11477321046332498,0.9050294672483579,0.9510165783196955,7.98550462203257e-05,0.9051718518551819,0.7158920539730135,0.4108349606240505,0.49746965440892543,0.5841043481938004,Data9
1,1,0.10044977511244378,0.1583208395802099,0.8764421068154447,0.1728344071379542,0.4546765078998962,0.9889055472263868,0.0,0.7498750000000001,0.2306545045919536,0.16541729135432284,0.2940673197317481,0.9760322541431987,0.9636621083123793,0.0006827044092357422,0.9760681877951579,0.739880059970015,0.4117151868810374,0.49028348738973304,0.5688517878984287,Data9
2,2,0.1906906906906907,0.21621621621621623,0.5233988086447102,0.23091301104509196,0.2542157542157542,0.7054054054054054,0.0014992503748125774,0.75025,0.272779605467287,0.19769769769769768,0.264971842285011,0.8640113798008534,0.8682202484160065,0.0014879947413680547,0.8642155669182697,0.6659159159159159,0.43335378501988364,0.480726804665129,0.5280998243103744,Data9
3,dataset,0.103,0.13319999999999999,0.6883344262295082,0.15631228613525203,0.35325,0.7045,0.0004992503748125883,0.749999875,0.20793017711985518,0.129875,0.22458394030096554,0.9150498735577682,0.927662684714327,0.0007498158272701608,0.915177337007172,0.70725,0.4186272846045681,0.48949769874334054,0.5603681128821131,Data9
0,0,0.18355359765051396,0.35271659324522764,0.7183879915157448,0.42088411099738166,0.5061184532550171,1.0,0.0,0.6557998483699773,0.42889800121462385,0.3375847842808195,0.3067058794353668,0.9943206357432841,0.8608090658569352,0.0014684287812041115,0.9943289754852176,0.9845147510345749,0.687644414781432,0.8050557071309653,0.9628997789184374,WineQualityRed_5vs6
1,1,0.29780564263322884,0.35391849529780567,0.6750261233019854,0.44925090844704846,0.547370254266806,1.0,0.06314243759177685,0.6775334849633561,0.4514393817848412,0.3626548738617704,0.31692603805053315,0.9954503624454364,0.8670831739106415,0.001567398119122257,0.995457493538782,0.9794813337133086,0.6864603040340365,0.803597540402405,0.96057832138534,WineQualityRed_5vs6
2,dataset,0.23881728582259287,0.35329795299469297,0.697413865723191,0.4346051244718983,0.5260719400219022,1.0,0.03054198270170859,0.6663124034469868,0.4398012618695129,0.3497111809090581,0.31164936783299846,0.9948670842921645,0.8638438504954983,0.001516300227445034,0.9948748394110509,0.9820800882211043,0.6870716606822369,0.8043503922160135,0.9617768904376823,WineQualityRed_5vs6
0,0,0.28077753779697623,0.36760259179265664,0.7392162912681272,0.43460919352866867,0.5763138948884089,1.0,0.0,0.6539611360239163,0.49561501435985683,0.3939524838012959,0.4130715836618292,0.9954886725945041,0.919016087104366,0.0021598272138228943,0.995498416282205,0.7348812095032398,0.0,0.7127463738036899,0.9531116183584681,Yeast_CYTvsNUC
1,1,0.3916083916083916,0.46386946386946387,0.7269397269397269,0.46905374499714125,0.5261590261590262,1.0,0.07343412526997839,0.679372197309417,0.5037925907688112,0.4356254856254856,0.4763456499473682,0.9964544800993399,0.8989458836400522,0.002331002331002331,0.996462744714493,0.7392191142191142,0.0,0.7158698107394914,0.9500554770003403,Yeast_CYTvsNUC
2,dataset,0.33408071748878926,0.41390134529147987,0.7333119795003203,0.4511750148066672,0.552192326856004,1.0,0.03531753334172728,0.6661823751399251,0.49954795189286294,0.41399476831091175,0.4435027209224752,0.9959531697016505,0.9093634892498923,0.002242152466367713,0.9959622020416797,0.7369674887892377,0.0,0.7142485648860428,0.9516417925259156,Yeast_CYTvsNUC
0,0,0.006309148264984227,0.00883280757097792,0.13678745620263774,0.09485375384405029,0.7208201892744479,0.9518927444794952,0.0,0.6984542211652794,0.053682591693132,0.008675078864353312,0.44115854760246775,0.7773030387733099,0.3364721243101111,0.0020950225154718616,0.7780055528465802,0.7838666065795403,0.22920260835801626,0.3915524874559194,0.484473333247743,analcatdata_authorship
1,1,0.010135135135135136,0.008783783783783784,0.2949037598484093,0.08815333950940339,0.7423986486486487,0.7533783783783784,0.06624605678233442,0.7184304399524375,0.03341037054610397,0.006024774774774774,0.42860716472084887,0.7922010994044892,0.4110706707071577,0.0016364988842053063,0.7929031227173119,0.7351673101673102,0.21776457630114326,0.3822931653173063,0.4804690270503039,analcatdata_authorship
2,2,0.0,0.0,0.8656826568265682,0.15031216624357843,0.5363636363636364,0.9590909090909091,0.8264984227129337,0.9476813317479192,0.042389632029353766,0.00909090909090909,0.415811747973236,0.2855218855218855,0.2179863328888722,0.0010178117048346056,0.29851239669421487,0.7278787878787878,0.2529643756813086,0.3931662997797952,0.49658654400163477,analcatdata_authorship
3,3,0.011560693641618497,0.006936416184971099,0.5567263187082738,0.12008243755841633,0.8302023121387283,0.7745664739884393,0.4542586750788643,0.8354340071343639,0.05234379771831569,0.009023763648041104,0.43818309020383905,0.6606062642828338,0.26801544497361385,0.001600844553667232,0.662568077784089,0.7839251307459401,0.23606983972353046,0.3930889951510629,0.48657130471832677,analcatdata_authorship
4,dataset,0.008323424494649227,0.00784780023781213,0.3264914813238501,0.10131208002895385,0.7388525564803805,0.8460166468489893,0.1708121246675694,0.749961896332575,0.04553360049376063,0.007841194345356057,0.43447122602989974,0.7263795197853768,0.340897148900056,0.001761535741592967,0.7281445230101301,0.7630768359662534,0.22814347725240466,0.38871517016227314,0.48428772209605825,analcatdata_authorship
0,0,0.14285714285714285,0.16163265306122448,0.3052914579005255,0.16335149898930035,0.8139146567717996,0.9224489795918367,0.0,0.6386430678466076,0.29811873616574774,0.23996436669906057,0.46190994948522035,0.9750418200066912,0.6858043979778741,0.004081632653061225,0.9751436901291128,0.7698841698841699,0.6617095751166185,0.8157729780644918,0.9911293862216355,arrhythmia_cfs
1,1,0.28019323671497587,0.4995169082125604,0.8913477393040007,0.19333873068781926,0.2870004391743522,0.41975308641975306,0.1551020408163265,0.6946902654867256,0.3714844252948443,0.40764895330112716,0.48344369072630194,0.989845692040711,0.7502249238214078,0.004830917874396135,0.9898947466685336,0.7166731949340646,0.53559427745651,0.7855337193851561,0.9881209936571419,arrhythmia_cfs
2,dataset,0.20575221238938052,0.3163716814159292,0.5736844894282231,0.17708458961229465,0.5726065969428801,0.6922320550639134,0.07103124435614952,0.6643107003941838,0.33171762477132954,0.3167579716252283,0.4717716407173086,0.9818214693674039,0.7153067184416164,0.004424778761061947,0.9818991518628741,0.7455154269313562,0.6039532330466132,0.8019244680055926,0.9897516489188696,arrhythmia_cfs
0,0,0.19130434782608696,0.2982608695652174,0.5531772575250836,0.36986301369863017,0.6007905138339921,,0.0,0.5799086757990868,0.35292677959406726,0.1986335403726708,0.39500087195893635,0.9872982722612493,0.7224357744913463,0.004347826086956522,0.9873534971644612,0.7528604118993135,0.0,0.7705695789882961,0.9816498320081574,bands
1,1,0.5259259259259259,0.4888888888888889,0.7492877492877493,0.6301369863013699,0.7016835016835016,,0.4130434782608695,0.7534246575342466,0.6488946070684241,0.40964726631393295,0.47527786918221937,0.991044776119403,0.7173158572238343,0.007407407407407408,0.9911111111111112,0.7454191033138402,0.0,0.7664936460119183,0.975130341125735,bands
2,dataset,0.3150684931506849,0.3687671232876713,0.6257112750263435,0.4661287295927943,0.638107098381071,,0.15276950565812983,0.6440858197285294,0.46239433222156906,0.27667971298108285,0.4246923640826163,0.9886839654690596,0.7205421064608968,0.005479452054794521,0.9887432995830853,0.7501081470800288,0.0,0.7690620421340193,0.9792385134626039,bands
0,0,0.0,0.004724409448818898,0.36683435403907844,0.003844825088585055,0.6304836895388076,0.6016122984626922,0.0,0.6297376093294461,0.1869993806120057,0.0026246719160104987,0.1047998090574066,0.8427093788046532,0.7733210845818586,0.0013123359580052493,0.842915796942705,0.82250656167979,0.640369474346824,0.77984321371589,0.9118756253353757,banknote_authentication
1,1,0.0,0.0,0.5280661809350334,0.004802879864757082,0.7004683840749414,0.6231850117096018,0.19947506561679795,0.7035957240038874,0.23413095195051778,0.0019125683060109287,0.10114941789432488,0.8662494279792189,0.8178314822259708,0.001639344262295082,0.8664686912120397,0.8877049180327868,0.6973380640520338,0.8099778754791805,0.9235024867018803,banknote_authentication
2,dataset,0.0,0.0026239067055393588,0.4385190584170176,0.004270782387028887,0.6615993336109954,0.6112036651395251,0.0886878936051361,0.6625754008392195,0.20795437953073193,0.0023080660835762875,0.10317682173271285,0.8531754356534034,0.7931106928638618,0.0014577259475218659,0.8533875648029777,0.8514941690962099,0.6656980747259625,0.7932412776193938,0.9170450024735446,banknote_authentication
0,0,0.109375,0.1625,0.0,0.0,1.0,1.0,0.0,0.6613756613756614,0.2964049032899074,0.14075520833333333,0.43308423237940097,0.9349778543307087,0.84148835688465,0.0078125,0.93548583984375,0.8571428571428572,0.026449433188737388,0.7712453172652204,0.9734773567456447,bodyfat
1,1,0.23387096774193547,0.1806451612903226,0.03149606299212604,0.0,1.0,1.0,0.03125,0.671957671957672,0.30635005498131307,0.1744431643625192,0.4281463699947486,0.9164044059795438,0.7791593260106517,0.008064516129032258,0.9170785639958376,0.7983870967741935,0.017681036505866454,0.7463456325176936,0.9613501537051055,bodyfat
2,dataset,0.17063492063492064,0.17142857142857143,0.015498062742157257,0.0,1.0,1.0,0.015376984126984126,0.6665826824556983,0.3012985493602816,0.1573318216175359,0.43065449057107996,0.9258385384753736,0.8108185162958572,0.007936507936507936,0.9264282914106503,0.8282312925170069,0.022134825297165976,0.7589930914370723,0.9675100028685539,bodyfat
0,0,0.03056768558951965,0.029694323144104803,0.1378999197932448,0.034660396762796364,0.5089519650655022,0.614410480349345,0.0,0.5631855030996662,0.057373245060877785,0.03034934497816594,0.09234804824148755,0.39365808911354666,0.8658110520160461,0.002183406113537118,0.39498197974866994,0.34279475982532753,0.6666764437209528,0.7073781557570958,0.8508879814187558,breast-w
1,1,0.029045643153526972,0.08547717842323652,0.7929756965026673,0.0658691357566835,0.6124481327800829,0.7858921161825726,0.47379912663755464,0.7701478302336673,0.12586836918181823,0.08824343015214384,0.34132598306676326,0.8672372060857538,0.6815768701981751,0.004149377593360996,0.8677880890480536,0.6168741355463346,0.5977066308231542,0.7461592540621779,0.9360501631295594,breast-w
2,dataset,0.030042918454935622,0.048927038626609444,0.3637558027502847,0.045420491322920545,0.5446351931330472,0.6735336194563661,0.1633556359365532,0.6345416130271258,0.08098887440729645,0.05030996661897949,0.17819022605678292,0.5569378705016753,0.8022911123621022,0.002861230329041488,0.5579952449005319,0.43729136862184065,0.6428971520065474,0.7207490351441126,0.8802500497911502,breast-w
0,0,0.0,0.0005602240896358544,0.0,0.0,1.0,1.0,0.0,0.5817223198594025,0.0027855222216541797,0.0028011204481792717,0.2657146781705508,0.3976568155352028,0.6561055527182322,0.0028011204481792717,0.39934405134602863,0.8204481792717087,0.6149939684403586,0.7611580344387462,0.961112651593293,breastcancer
1,1,0.014150943396226415,0.002830188679245283,0.4073033707865169,0.0,1.0,1.0,0.40616246498599445,0.7516110134739309,0.004672911288845172,0.003537735849056604,0.2836899929787325,0.46449968702494854,0.5718595243572396,0.0047169811320754715,0.4670256318974724,0.7775157232704403,0.5068808210492542,0.7683305612761334,0.9807276222084752,breastcancer
2,dataset,0.005272407732864675,0.00140597539543058,0.15175450721747202,0.0,1.0,1.0,0.15132942456420176,0.6450200405031283,0.00348873220802411,0.0030755711775043936,0.27241198351208773,0.42256136519394816,0.6247168743130821,0.0035149384885764497,0.4245610901455121,0.8044522554188636,0.5747127957744287,0.7638303994467006,0.9684208656010584,breastcancer
