y,dataset,Hostility,kDN,DS,DCP,TD_U,TD_P,MV,CB,CLD,N1,N2,LSC,LSradius,H,U,F1,F2,F3,F4
dataset,credit-g,0.216,0.3188,0.760689655172414,0.341864718055936,0.533647058823529,0.695333333333333,0.171428571428571,0.613333333333333,0.336562984633399,0.304678571428571,0.438320110294215,0.992118702781326,0.797038986813093,0.002,0.992131904761905,0.475578947368421,0.666365818318045,0.757790270102111,0.991594630187532
0,diabetes,0.148,0.2196,0.643323076923077,0.208155891138563,0.556615384615385,0.5948,0,0.565972222222222,0.258257043207548,0.216066666666667,0.429493013170939,0.979527054108216,0.848743826753421,0.002,0.979568,0.86125,0.679635455911996,0.813318145899524,0.964744529729727
1,diabetes,0.388059701492537,0.488059701492537,0.893570608495982,0.388350543168961,0.588691159586682,0.747761194029851,0.464,0.767361111111111,0.479088755006491,0.46865671641791,0.500271071223752,0.994591648499078,0.83748720305192,0.00373134328358209,0.994611828915126,0.854477611940298,0.684137420378298,0.81329489284103,0.953265915098758
dataset,diabetes,0.231770833333333,0.31328125,0.730649038461539,0.271036316586671,0.567808493589744,0.648177083333333,0.161916666666667,0.636248553240741,0.335318109304055,0.304210069444444,0.454191606345619,0.984783969859194,0.844815734107585,0.00260416666666667,0.984817669465174,0.85888671875,0.681206453928883,0.813310031550987,0.960738971499129
0,diabetic_retinopathy,0.333333333333333,0.393703703703704,0.82472613458529,0.42907273634957,0.494592592592593,0.751851851851852,0.11620294599018,0.687228496959166,0.483431161508162,0.387092151675485,0.47288957159799,0.996454339311482,0.938979797482883,0.00185185185185185,0.996460905349794,0.705847953216374,0,0.708998507216009,0.928273022323124
1,diabetic_retinopathy,0.340425531914894,0.402945990180033,0.732233005232706,0.379213220341682,0.40569558101473,0.609165302782324,0,0.646104836374167,0.431664319801208,0.374405736107864,0.465679463310008,0.99597005714899,0.930006569362403,0.0016366612111293,0.995976652800137,0.720820053406839,0,0.712801523260725,0.94161121295754
dataset,diabetic_retinopathy,0.337098175499566,0.39860990443093,0.775626827865542,0.402605173985696,0.4474022589053,0.676107732406603,0.0545174551126822,0.665398300071734,0.455951109133749,0.380357660005792,0.469062137919487,0.996197261638778,0.934216424431959,0.00173761946133797,0.996203843396849,0.713795783986465,0,0.711017310694134,0.935353504058683
0,haberman,0.617283950617284,0.706172839506173,0.923371647509578,0.658237986270023,0.641093474426808,1,0.64,0.823529411764706,0.686370695104174,0.706995884773662,0.589381225928221,0.994907407407407,0.934724895008572,0.0123456790123457,0.994970278920896,0.835390946502058,0.712326581285266,0.799658396551804,0.892979251583743
1,haberman,0.102222222222222,0.200888888888889,0.601226053639847,0.236965675057208,0.56952380952381,1,0,0.509803921568627,0.26354506875505,0.243703703703704,0.330005782964966,0.979623015873016,0.928992098532954,0.00444444444444444,0.979713580246914,0.76,0.681664356066376,0.777785793513739,0.879305756843488
dataset,haberman,0.238562091503268,0.334640522875817,0.686499887311246,0.348478933907659,0.588468720821662,1,0.169411764705882,0.592848904267589,0.37546949925923,0.366339869281046,0.398663988455239,0.983668884220355,0.930509603482382,0.0065359477124183,0.983752118131203,0.77995642701525,0.689780827447847,0.783575600200286,0.882925211333556
0,hill_valley_without_noise_traintest,0.251666666666667,0.462333333333333,0.633809523809524,0.0247121100648577,0.512297297297297,0.506531531531532,0.0196078431372549,0.66996699669967,0.505774410687214,0.36784126984127,0.450446438705632,0.997679465776294,0.994801247657035,0.00166666666666667,0.997683333333333,0.9957,0.687854830556175,0.69650961722854,0.702809608021251
1,hill_valley_without_noise_traintest,0.506535947712418,0.462091503267974,0.535947712418301,0.0242275588871154,0.545265854089384,0.538509097332627,0,0.663366336633663,0.493277177306039,0.371199035169623,0.442970368612992,0.997641282372196,0.995869200116978,0.00163398692810458,0.997645136485967,0.995359477124183,0.688224395048374,0.69338404007397,0.700253201455403
dataset,hill_valley_without_noise_traintest,0.38036303630363,0.462211221122112,0.584394153701084,0.0244674357077799,0.528944786370529,0.522678619213273,0.00970685303824502,0.666633990131686,0.499463926504641,0.369536775106082,0.446671393411329,0.997660185047492,0.995340510780373,0.00165016501650165,0.997664045816346,0.99552805280528,0.688041442329464,0.694931355497024,0.701518749260278
0,ilpd,0.120772946859903,0.300966183574879,0.639403486662466,0.255257754918944,0.436594202898551,1,0,0.523316062176166,0.261378427297556,0.273188405797101,0.414285889540153,0.986302651741119,0.896172890488067,0.00241545893719807,0.986335737123387,0.828743961352657,0.594487937391559,0.765589824415094,0.947798883918614
1,ilpd,0.781818181818182,0.586666666666667,0.960368906455863,0.640464912342077,0.512121212121212,1,0.601449275362319,0.810017271157167,0.61912701950963,0.603535353535353,0.49682163874073,0.99519586104952,0.925570022080978,0.00606060606060606,0.995224977043159,0.866666666666667,0.666272144335196,0.766637071433676,0.94171760520209
dataset,ilpd,0.309153713298791,0.382383419689119,0.730870316137268,0.3650318153245,0.458117443868739,1,0.171397461890816,0.605018479243291,0.363327507979754,0.367328727691422,0.437806439830472,0.98883698599999,0.904550311408326,0.00345423143350604,0.988868940209332,0.839550949913644,0.614944576676015,0.765888262684638,0.946065877030485
0,ionosphere,0.0266666666666667,0.0257777777777778,0.273318419090231,0.120920963362695,0.789444444444444,0.991111111111111,0,0.572649572649573,0.13844422640495,0.0606666666666667,0.250539473165835,0.801607142857143,0.727271732159139,0.00444444444444444,0.802488888888889,0.892794612794613,0,0.797101082230693,0.987251784094581
1,ionosphere,0.134920634920635,0.301587301587302,0.737615851709812,0.215930291719098,0.391865079365079,0.71031746031746,0.44,0.760683760683761,0.270934518175263,0.205908289241623,0.452113802410022,0.954095238095238,0.674227182820562,0.00793650793650794,0.954459561602419,0.571909571909572,0,0.776082242477046,0.975035009998445
dataset,ionosphere,0.0655270655270655,0.124786324786325,0.439989292338286,0.155026876106019,0.646723646723647,0.89031339031339,0.157948717948718,0.640149024764409,0.186004843963524,0.112804685026907,0.322899488791954,0.856346459096459,0.708230099063239,0.0056980056980057,0.85704246370913,0.777605110938444,0,0.789555857703742,0.982866275444686
0,mammographic,0.14519906323185,0.246370023419204,0.691308382307454,0.221750083754666,0.540120793787748,0.94847775175644,0,0.657028112449799,0.273474022179817,0.254686628749861,0.209287070268067,0.978746797726248,0.9652702611676,0.00234192037470726,0.978796571033681,0.722248243559719,0.680352013339497,0.803690915115791,0.906623669165507
1,mammographic,0.183622828784119,0.275930521091811,0.740062737019523,0.234956044077525,0.56745461669061,0.515301902398677,0.0562060889929742,0.676305220883534,0.29838759533678,0.260504549214227,0.245754928096883,0.989543597150723,0.979039991672439,0.00248138957816377,0.989569543559778,0.748387096774194,0.675785574960099,0.792902139945289,0.909406794230176
dataset,mammographic,0.163855421686747,0.260722891566265,0.714980677426688,0.228162134369259,0.553392517438174,0.738152610441767,0.0272904263423718,0.666387961484492,0.285570612519885,0.257511474469306,0.226993753045191,0.983989099133553,0.971956045978985,0.00240963855421687,0.984027303477075,0.734939759036145,0.678134814945645,0.798452509822162,0.9079749937451
0,phoneme,0.0686223153483499,0.0949188056574123,0.662377559487662,0.121895984956303,0.393711971632349,0.431355858215471,0,0.528990870959783,0.220617774071145,0.0786755718526279,0.209874590404868,0.962071475065438,0.878253265039864,0.000261917234154007,0.962081409199784,0.961917234154007,0.729669626038106,0.850015202697873,0.948069917199532
1,phoneme,0.184741488020177,0.274905422446406,0.976357285540515,0.293441910821669,0.460786691240663,0.583018074821353,0.584599266631744,0.804342462373551,0.530643902744339,0.213146279949559,0.333898959324569,0.995698561148217,0.930904300603326,0.000630517023959647,0.995701273278641,0.998108448928121,0.77626199712394,0.870699268486465,0.958800968428078
dataset,phoneme,0.102701702442635,0.147742413027387,0.754526309583855,0.172242365123304,0.41339748334567,0.475866641993585,0.171571879511093,0.609802792496096,0.311606197475232,0.118140883296324,0.246274044347623,0.971940564356202,0.893705622997608,0.000370096225018505,0.971948378931292,0.972538860103627,0.743343848936354,0.856085692768322,0.951219333788813
0,pima,0.126,0.2196,0.643323076923077,0.218556895083145,0.556615384615385,0.5504,0,0.565972222222222,0.255619751902428,0.216066666666667,0.429493012052668,0.979527054108216,0.848743826799867,0.002,0.979568,0.86125,0.679635455911996,0.813318146150911,0.964744530150044
1,pima,0.335820895522388,0.488059701492537,0.893570608495982,0.407755401274524,0.588691159586682,0.685820895522388,0.464,0.767361111111111,0.476579451168378,0.46865671641791,0.500271072138828,0.994591648499078,0.83748720354114,0.00373134328358209,0.994611828915126,0.854477611940298,0.684137420388295,0.81329489381942,0.953265916937175
dataset,pima,0.19921875,0.31328125,0.730649038461539,0.284579290472845,0.567808493589744,0.59765625,0.161916666666667,0.636248553240741,0.332725480292108,0.304210069444444,0.454191605936901,0.984783969859194,0.84481573430854,0.00260416666666667,0.984817669465174,0.85888671875,0.681206453932371,0.813310032056068,0.960738972414303
0,segment,0.00909090909090909,0.0115151515151515,0.237487335359676,0.00525335320417288,0.570833333333333,0.651082251082251,0,0.875,0.215520334964438,0.0111111111111111,0.133907045924116,0.759537625495072,0.744954543361549,0.000143862871135598,0.760266299357208,0.600664540138224,0,0.184013326245545,0.248357638554224
1,segment,0,0,0,0,0.0625,0.0714285714285714,0,0.875,0.150636116703053,0.00101010101010101,0.0566080838797709,0.14107027724049,0.27913976024652,0,0.143673094582185,0.416241360978203,0,0.16108801665142,0.243899865830049
2,segment,0.0666666666666667,0.0872727272727273,0.654692824905591,0.0558260991329748,0.614962121212121,0.584199134199134,0,0.875,0.649710235170341,0.0632828282828283,0.257482412904717,0.952003315833103,0.910749765278696,0.000505050505050505,0.952148760330578,0.493487506645401,0,0.175817575668672,0.238792589394647
3,segment,0.0545454545454545,0.0981818181818182,0.291056461269227,0.019152063059756,0.476325757575758,0.541341991341991,0,0.875,0.248087068951175,0.0670707070707071,0.257148726779599,0.928479322096343,0.811580818182811,0.00150902969084787,0.928696051423324,0.571982987772461,0,0.18327493873346,0.244952420013436
4,segment,0.13030303030303,0.112727272727273,0.780602376347057,0.0710251999844993,0.782386363636364,0.749350649350649,0,0.875,0.422012728367437,0.11040404040404,0.224191105410406,0.947766417979184,0.850006947424673,0.00100704009794919,0.947924701561065,0.500026581605529,0,0.182703242270212,0.239803765116423
5,segment,0.00303030303030303,0.00848484848484848,0.018071290411716,0,0.251136363636364,0.287012987012987,0,0.875,0.172741454871926,0.0106060606060606,0.156436070510521,0.869411439624206,0.766971617928024,0.00037037037037037,0.869807162534435,0.546863370547581,0,0.174762632222655,0.248325943524175
6,segment,0,0.00727272727272727,0.018071290411716,0,0.126704545454545,0.144805194805195,0,0.875,0.15617464776496,0.00757575757575758,0.107016524226693,0.0815879156304688,0.438239366630109,0,0.0843709825528007,0.526980329611909,0,0.173010132701533,0.253284823758064
dataset,segment,0.0376623376623377,0.0464935064935065,0.285711654100712,0.0216081021973433,0.412121212121212,0.432745825602968,0,0.875,0.287840369541904,0.0387229437229437,0.170398567090832,0.668550901985552,0.68594897415034,0.000505050505050505,0.669555293191657,0.522320953899901,0,0.176381409213357,0.245345292313003
0,sonar,0.144329896907216,0.263917525773196,0.456553755522828,0.391384353831434,0.839469808541974,1,0.126126126126126,0.689102564102564,0.51246278387796,0.232253313696613,0.424825825148407,0.945983676975945,0.620895741699076,0.0103092783505155,0.946540546285471,0.960824742268041,0.653601903452703,0.796241578787585,0.990056933511663
1,sonar,0.162162162162162,0.138738738738739,0.330759330759331,0.342020561456298,0.76962676962677,1,0,0.644230769230769,0.425971130754096,0.126319176319176,0.4031706918819,0.935626535626536,0.605498560305091,0.00900900900900901,0.936206476747017,0.96036036036036,0.624336818779541,0.809632971206356,0.990349509237688
dataset,sonar,0.153846153846154,0.197115384615385,0.389423076923077,0.365041176169703,0.802197802197802,1,0.0588184338184338,0.665156558185404,0.466306180528205,0.175721153846154,0.413269479991761,0.940456548659673,0.612678976628247,0.00961538461538462,0.941025730329854,0.960576923076923,0.637984478458853,0.803387946857218,0.990213067673147
0,spambase,0.0448833034111311,0.0932854578096948,0.619883365319136,0.0793297118458289,0.557672404688985,0.805745062836625,0,0.596113407294612,0.219712862298671,0.0767193867373401,0.301772438119144,0.98815145277451,0.914704395345541,0.000359066427289048,0.988155707190031,0.172988125610255,0.499512761429372,0.67336220065004,0.853381136628521
1,spambase,0.146799116997792,0.182229580573951,0.546212225013321,0.121927840778495,0.457781456953642,0.415605365936492,0.349371633752244,0.737219926038721,0.324494062698423,0.141375378668425,0.224719213648675,0.990419718594851,0.853802635262646,0.000551876379690949,0.99042500572587,0.274679524418109,0.651192450696799,0.682280124452482,0.874752914760533
dataset,spambase,0.0850554709593213,0.128344572547313,0.590844403771575,0.0961206210531362,0.518298378738052,0.651963655226653,0.137711855636081,0.651733379442606,0.261014479684868,0.102204846249876,0.271400360081187,0.98904553536456,0.890698741817108,0.000435066347618012,0.989050196845663,0.213071835560186,0.55930036137555,0.676877379664621,0.861805252785842
0,spect_heart,0.472727272727273,0.578181818181818,0.849090909090909,0.544034466331117,0.771428571428571,0.9,0.740566037735849,0.862671660424469,0.681617961634312,0.520779220779221,0.342936507936506,0.993602693602694,0.928323191959556,0.0181818181818182,0.993719008264463,0,0,0.606060606060606,0.666666666666667
1,spect_heart,0.0613207547169811,0.168867924528302,0.609905660377359,0.141141017208544,0.369946091644205,0.528301886792453,0,0.470661672908864,0.192906538710757,0.13259209344115,0.343185586456951,0.950304032907091,0.767125714862696,0.00471698113207547,0.950538447846209,0,0,0.606060606060606,0.666666666666667
dataset,spect_heart,0.146067415730337,0.253183520599251,0.659176029962547,0.224134049799337,0.452648475120385,0.604868913857678,0.152551056462441,0.551412793932678,0.293577431073287,0.212555733904049,0.343134278147496,0.959223232675848,0.80033118767291,0.00749063670411985,0.959433319842478,0,0,0.606060606060606,0.666666666666667
0,teaching_assistant_LH,0.102040816326531,0.391836734693877,0.789638932496075,0.238562761011741,0.593037214885954,0.81859410430839,0.0576923076923077,0.676567656765677,0.420570472591851,0.438775510204082,0.174752118629661,0.968537414965986,0.990358104799776,0.0204081632653061,0.969179508538109,0.319727891156463,0.664702530650248,0.722980009581052,0.837570831426243
1,teaching_assistant_LH,0.442307692307692,0.438461538461538,0.597633136094674,0.224799524799525,0.398190045248869,0.532051282051282,0,0.656765676567657,0.393109017992636,0.443681318681319,0.200771925055064,0.941553544494721,0.914467947759572,0.0192307692307692,0.942677514792899,0.314102564102564,0.666666666666667,0.717163196264094,0.818156255458948
dataset,teaching_assistant_LH,0.277227722772277,0.415841584158416,0.690784463061691,0.231476738407431,0.492719860221316,0.671067106710671,0.027989337395278,0.666372577851844,0.406431901907107,0.441301272984441,0.188148454611057,0.9546447291788,0.951285944739473,0.0198019801980198,0.955534917698991,0.316831683168317,0.665713768995335,0.719985214605985,0.827575208155953
0,teaching_assistant_LM,0.244897959183673,0.469387755102041,0.418367346938776,0.407664113863575,0.522108843537415,0.891156462585034,0.02,0.67003367003367,0.494774875876319,0.474489795918367,0.197019760285047,0.959608843537415,0.987909719451815,0.0204081632653061,0.960433152852978,0.27891156462585,0.658544939663278,0.713309391953502,0.814716569530562
1,teaching_assistant_LM,0.44,0.424,0.53,0.399510831586303,0.603333333333333,0.933333333333333,0,0.663299663299663,0.489019583439737,0.399047619047619,0.170450049950039,0.970204081632653,0.949270230970664,0.02,0.9708,0.313333333333333,0.666666666666667,0.716230339028892,0.815357683753343
dataset,teaching_assistant_LM,0.343434343434343,0.446464646464646,0.474747474747475,0.40354629453162,0.563131313131313,0.912457912457912,0.00989898989898991,0.666632656531647,0.49186816252451,0.436387686387686,0.183600714661305,0.964959973888545,0.968394826279516,0.0202020202020202,0.965668934240363,0.296296296296296,0.662646821988222,0.714784617749154,0.815040364592573
0,teaching_assistant_MH,0.18,0.424,0.54,0.109666666666667,0.691666666666667,0.685,0.0384615384615384,0.673202614379085,0.462201800226899,0.519666666666667,0.213632034632023,0.958775510204081,0.989599254741041,0.02,0.9596,0.313333333333333,0.666225895316804,0.712622058769899,0.804973614326227
1,teaching_assistant_MH,0.365384615384615,0.438461538461538,0.532051282051282,0.105448717948718,0.588141025641026,0.568910256410256,0,0.660130718954248,0.453527270616829,0.612179487179487,0.253115595281074,0.975867269984917,0.981009710413347,0.0192307692307692,0.976331360946745,0.282051282051282,0.656090334281141,0.71195383567708,0.813104506083434
dataset,teaching_assistant_MH,0.274509803921569,0.431372549019608,0.535947712418301,0.107516339869281,0.638888888888889,0.625816993464052,0.0188536953242835,0.666538510829168,0.457779491013922,0.566830065359477,0.233760908688402,0.96748895636686,0.985220271358295,0.0196078431372549,0.968129713423831,0.297385620915033,0.661058746553525,0.712281396016698,0.809118774829902
0,titanic,0.0902348578491965,0.219035846724351,0.868681874367906,0.275203825484169,0.60152234727734,1,0,0.587980646804176,0.331179885289489,0.240096533050798,0.256600880042745,0.993527334810119,0.99019797680334,0.00123609394313968,0.993535335632356,0.260403790688092,0.661907026128367,0.68424079118189,0.787311427892927
1,titanic,0.282,0.3576,0.731090909090909,0.445279789633386,0.473789473684211,1,0.381953028430161,0.745352686529157,0.584961822309249,0.337566666666667,0.331401857378528,0.982629258517034,0.976792747224232,0.002,0.982664,0.308888888888889,0.666666518396557,0.693913666750946,0.826633896601891
dataset,titanic,0.163483575248281,0.27196333078686,0.816126119869435,0.340167906519011,0.552732097623739,1,0.145894968842689,0.648092197501266,0.428117217993752,0.277327294554185,0.285172681928071,0.989364586035067,0.98507756825517,0.00152788388082506,0.989382801013427,0.278923690688397,0.663725014007737,0.687935548847687,0.802331469416595
0,vertebral_column,0.36,0.364,0.828073394495413,0.216077409394641,0.364666666666667,0.714,0.523809523809524,0.78494623655914,0.447791415490279,0.324166666666667,0.443897876662141,0.973939393939394,0.87151060110716,0.01,0.9742,0.98,0.754730149219445,0.85300907094311,0.949498184304532
1,vertebral_column,0.171428571428571,0.202857142857143,0.42350371341197,0.102894004473638,0.315873015873016,0.382857142857143,0,0.548387096774194,0.206616427602711,0.178174603174603,0.398693350080867,0.950922761449077,0.862119571879333,0.00476190476190476,0.951156462585034,0.824603174603175,0.588676086246436,0.785915176998916,0.937646557509419
dataset,vertebral_column,0.232258064516129,0.254838709677419,0.554010062148565,0.139404780254607,0.331612903225806,0.489677419354839,0.168970814132104,0.624696496704821,0.284414810792249,0.225268817204301,0.413275455429665,0.958347481607244,0.865148936146374,0.00645161290322581,0.958589861751152,0.874731182795699,0.642241913011923,0.807558368593817,0.941469662927198
0,wdbc,0.0196078431372549,0.0296918767507003,0.21548106422056,0.074331700133506,0.682539682539683,0.984593837535014,0,0.581722319859402,0.0896548117622611,0.0416433239962652,0.362080041214739,0.820374217102571,0.773317089145195,0.00280112044817927,0.820877370556066,0.847899159663866,0.620138612308129,0.765476194377354,0.961385560098924
1,wdbc,0.080188679245283,0.0745283018867925,0.508639159582556,0.125171778055008,0.353249475890985,0.577830188679245,0.406162464985994,0.751611013473931,0.162455188277032,0.0583333333333333,0.359309087148618,0.724961995886614,0.679586895553281,0.00471698113207547,0.72625934496262,0.807075471698113,0.510796362404424,0.773714137075573,0.98168201118457
dataset,wdbc,0.0421792618629174,0.0463971880492091,0.324706927518878,0.0932738732782483,0.559851591486038,0.833040421792619,0.151329424564202,0.645020040503128,0.116779029374091,0.0478617457527827,0.361047629506448,0.784825199707522,0.738394767455413,0.00351493848857645,0.785624257329685,0.832688927943761,0.579399496351037,0.76854551573416,0.968947682471783
